SYMBOL	ENTREZID	Bipolar disorder 1a BD1a_NA	Bipolar disorder 1b BD1b_NA	Bipolar disorder 2a BD2a_NA	Bipolar disorder 2a BD2a_NA2	Bipolar disorder 3a BD3a_NA	Bipolar disorder 3b BD3b_NA	Bipolar disorder 4a BD4a_NA	Bipolar disorder 4b BD4b_NA	Bipolar disorder 5a BD5a_NA	Bipolar disorder 5b BD5b_NA	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
WDR45B	56270	84.2816	71.619	62.5568	67.1879	71.0901	71.8708	67.0141	71.0788	69.1169	65.4743	NA	NA	NA	NA
WDR47	22911	9.85143	8.33843	7.89241	7.28579	9.25154	8.46946	6.3724	6.0715	7.87687	9.07029	cerebral-cortex	glial-cells	Low	Approved
WDR48	57599	18.2183	16.7869	12.7141	12.4865	15.6558	14.5947	14.6728	13.4269	17.1849	18.8038	cerebral-cortex	glial-cells	Medium	Approved
WDR5	11091	11.4662	12.2033	11.6427	11.9583	11.451	11.0637	10.7867	11.3877	12.5681	10.2166	NA	NA	NA	NA
WDR53	348793	9.67643	7.8754	9.38965	8.24583	7.97338	8.12287	10.3432	9.44382	9.67305	9.4886	NA	NA	NA	NA
WDR54	84058	11.4169	14.8852	8.63212	10.7508	16.4244	14.9824	14.6196	8.63707	8.73385	7.77709	NA	NA	NA	NA
WDR55	54853	8.91043	9.41557	8.72278	9.63098	8.57569	8.71579	10.4043	9.13638	8.32363	7.56332	NA	NA	NA	NA
WDR59	79726	22.9328	23.2981	24.7783	21.471	27.7635	26.1685	26.0666	28.9177	27.385	21.1542	NA	NA	NA	NA
WDR5B	54554	2.07969	1.86113	1.99418	1.84408	1.65493	1.87772	1.82925	1.73022	2.15247	2.13444	NA	NA	NA	NA
WDR6	11180	64.2851	78.6451	80.7762	76.4042	83.9153	88.2363	80.8601	85.1489	97.3423	93.2673	cerebral-cortex	glial-cells	Low	Approved
WDR60	55112	8.58919	8.41208	7.52026	8.32201	8.38743	7.95381	9.55739	11.4304	5.74443	6.17204	NA	NA	NA	NA
WDR61	80349	53.4928	51.1364	54.1891	60.2727	53.8144	54.1164	47.7379	54.4041	54.1134	47.4754	cerebral-cortex	glial-cells	Medium	Enhanced
WDR62	284403	0.65909	0.673438	0.485243	0.39487	0.184269	0.186513	0.743934	0.798887	0.393757	0.23177	NA	NA	NA	NA
WDR63	126820	0.782819	0.506989	2.00739	3.33166	2.89666	3.12937	1.66692	1.96368	0.698724	1.01784	NA	NA	NA	NA
WDR66	144406	2.82839	2.78655	11.577	11.8398	9.27365	9.28082	10.5679	11.7535	6.96649	6.12625	cerebral-cortex	glial-cells	Low	Supported
WDR7	23335	8.88202	7.6929	6.53451	8.56705	8.71859	9.10618	7.21472	7.30824	9.88047	9.45944	NA	NA	NA	NA
WDR7-OT1	107985140	0	0.139946	0	0.839661	0	0.193881	0.278257	0.183034	0	0.142894	NA	NA	NA	NA
WDR70	55100	22.3445	20.5814	18.5401	22.2696	21.1049	21.1445	18.1705	20.1952	21.0853	21.9347	NA	NA	NA	NA
WDR73	84942	9.61718	10.1463	12.6262	12.0359	12.7352	10.8517	12.5553	14.1477	11.9593	9.32056	NA	NA	NA	NA
WDR74	54663	21.7252	24.2542	33.0234	36.4625	26.1044	24.0901	23.4368	24.1869	23.4473	23.0769	NA	NA	NA	NA
WDR75	84128	17.0076	15.3044	18.0159	18.3076	18.8692	19.5513	19.1428	22.095	14.0094	16.1093	NA	NA	NA	NA
WDR76	79968	1.29853	1.03541	0.867383	1.12062	0.324353	0.120554	1.58209	2.23837	0.810145	0.450523	NA	NA	NA	NA
WDR77	79084	28.8752	30.1836	37.0936	42.4393	39.2374	35.627	32.3307	32.0129	27.1197	25.8684	NA	NA	NA	NA
WDR78	79819	1.88382	2.14422	2.4626	0.929018	2.49728	3.61139	2.37028	1.78843	1.73361	2.7403	NA	NA	NA	NA
WDR81	124997	3.76223	4.56635	4.27287	2.57834	5.1292	6.04922	5.68437	4.90802	5.54865	4.90138	NA	NA	NA	NA
WDR82	80335	30.923	31.0949	27.5715	27.1408	29.5231	27.0374	27.1425	27.1139	32.8757	29.0847	NA	NA	NA	NA
WDR82P1	728505	3.62452	3.01202	3.34328	2.91877	3.23445	3.40911	3.31014	3.4292	3.7785	3.722	NA	NA	NA	NA
WDR83	84292	6.29477	6.96243	7.68047	7.837	8.59687	9.23103	8.43811	6.39574	7.99969	6.65225	NA	NA	NA	NA
WDR83OS	51398	141.869	148.06	159.644	169.132	148.464	147.318	133.669	145.699	167.761	146.771	cerebral-cortex	glial-cells	Medium	Approved
WDR86	349136	0.18396	0.171395	0.111842	0.214942	0.0669148	0.0987792	0.11117	0.0973152	0	0.0692183	NA	NA	NA	NA
WDR88	126248	0.121587	0.247379	0.0686273	0.0928232	0.174435	0.263919	0.144092	0.117615	0.159269	0.122995	NA	NA	NA	NA
WDR89	112840	3.75091	3.36225	3.69416	3.22266	3.25132	3.54475	3.33065	3.67344	2.95708	3.93014	NA	NA	NA	NA
WDR90	197335	5.52772	6.34436	8.812	7.50165	5.75605	7.50894	9.80701	6.88091	6.9719	5.31887	cerebral-cortex	glial-cells	Low	Approved
WDR91	29062	6.37903	7.18452	4.41801	5.17114	4.43881	5.0967	4.84663	3.02042	7.30112	5.92522	NA	NA	NA	NA
WDR92	116143	5.74768	5.45507	6.38486	5.58234	8.32041	5.32154	4.81351	5.92362	5.51347	4.67849	NA	NA	NA	NA
WDSUB1	151525	2.8097	1.71183	1.84159	2.18239	1.85059	1.75889	1.90544	1.927	2.23324	1.80651	NA	NA	NA	NA
WDTC1	23038	8.29343	8.84375	8.78178	8.43645	9.01254	8.71969	8.21346	8.50375	10.3024	9.75274	NA	NA	NA	NA
WDYHV1	55093	11.328	9.88464	9.92732	10.9528	6.33237	7.95455	12.1569	11.9325	15.052	13.1419	cerebral-cortex	glial-cells	Low	Approved
WEE1	7465	14.9461	13.7679	6.38197	6.23291	19.6286	24.8234	17.5075	18.3603	14.4127	16.9378	NA	NA	NA	NA
WFDC1	58189	11.9977	11.8663	0.481279	1.03479	0.386622	0.225425	1.53197	1.40636	0.565324	0.691437	NA	NA	NA	NA
WFDC10B	280664	0.224516	0	0	0	0	0	0.214889	0.234705	0.135729	0.122286	NA	NA	NA	NA
WFDC3	140686	1.03874	2.9085	1.89454	4.13548	1.062	1.07943	2.13221	1.32287	1.2573	1.27171	NA	NA	NA	NA
WFS1	7466	18.3812	22.5708	27.2253	25.3575	22.0582	23.8843	18.9854	19.4832	28.3395	24.4146	NA	NA	NA	NA
WHAMM	123720	3.48885	3.64318	2.34179	2.23487	2.81247	3.59059	2.86531	2.89554	3.86791	3.45608	cerebral-cortex	glial-cells	Low	Supported
WHAMMP2	440253	0.606668	0.648812	0.615104	0.560947	0.438539	0.343012	0.622523	0.546236	0.520286	1.11028	NA	NA	NA	NA
WHAMMP3	339005	2.48989	2.06737	1.74137	1.3737	1.70783	1.69373	1.48138	1.87601	2.69794	2.25141	NA	NA	NA	NA
WIPF1	7456	16.5411	15.6924	17.9625	17.8938	8.21746	8.20496	14.5002	13.7701	18.7394	18.3395	NA	NA	NA	NA
WIPF2	147179	8.86092	8.8091	8.58104	8.70965	8.50311	9.41252	8.61201	8.8273	8.27798	8.35117	cerebral-cortex	glial-cells	Medium	Enhanced
WIPI1	55062	115.99	132.914	116.451	116.716	113.137	107.942	102.693	116.67	124.607	108.418	NA	NA	NA	NA
WIPI2	26100	40.2758	50.5965	42.1178	43.1818	44.3157	42.1461	54.9419	47.0375	45.6289	38.2234	NA	NA	NA	NA
WIZ	58525	18.5064	20.7401	22.7683	22.5005	21.6285	21.7329	19.9661	18.2131	26.8212	23.0625	cerebral-cortex	glial-cells	High	Supported
WLS	79971	147.363	173.379	273.7	280.531	258.253	261.389	185.378	205.613	258.031	210.102	NA	NA	NA	NA
WNK1	65125	71.851	104.659	84.1812	65.4128	102.088	102.755	98.9753	118.953	84.5042	77.7754	cerebral-cortex	glial-cells	High	Enhanced
WNK4	65266	27.8979	45.5416	38.0789	30.3444	84.1811	68.6531	28.8701	37.0049	86.4926	80.9949	cerebral-cortex	glial-cells	Low	Approved
WNT10B	7480	0.190236	0.354229	0.612531	0.517741	0.454208	0.51627	0.309568	0.39727	0.337337	0.186619	NA	NA	NA	NA
WNT11	7481	0.881803	0.311607	0.291851	0.368435	0.191262	0.200655	0.13617	0.111152	0.387038	0.63661	NA	NA	NA	NA
WNT16	51384	0.47808	0.229165	1.36184	1.52979	0.0337341	0.0699098	0.171692	0.186826	0.108484	0	NA	NA	NA	NA
WNT2	7472	0	0.0644673	0.179404	0.096699	0.126524	0.689777	0.282364	0.30714	0.934043	0.51289	NA	NA	NA	NA
WNT2B	7482	1.64641	1.30094	1.55182	1.18612	1.64851	1.96142	2.72292	1.83611	1.43219	1.45556	NA	NA	NA	NA
WNT3	7473	1.45221	1.57999	1.11099	0.942496	0.953307	0.774752	1.02637	0.863168	1.52052	1.50798	NA	NA	NA	NA
WNT4	54361	0.109065	0.140442	0.030771	0.129939	0.380817	0.510666	0.184208	0.381814	0.274162	0.119186	NA	NA	NA	NA
WNT5A	7474	371.109	338.839	214.979	218.182	162.041	139.001	91.4371	87.7254	175.043	186.282	NA	NA	NA	NA
WNT5A-AS1	100874008	15.2243	16.9049	11.7259	9.43996	5.35709	4.81003	6.00595	5.1446	9.20392	9.525	NA	NA	NA	NA
WNT5B	81029	47.5156	55.3585	46.4406	44.7571	67.0173	74.9646	43.82	39.0701	33.7603	27.1325	NA	NA	NA	NA
WNT7B	7477	0.864515	1.21621	0.112095	0.0606075	0.12866	0.122846	0.104308	0.0775312	0.746491	0.562768	NA	NA	NA	NA
WNT9A	7483	0.252767	0.491212	0.208197	0.201145	0.350508	0.324078	0.374689	0.263363	0.907209	1.00393	NA	NA	NA	NA
WRAP53	55135	3.89633	4.11558	3.90039	3.96432	4.74991	4.74615	4.98258	5.35356	4.71808	3.26712	cerebral-cortex	glial-cells	Low	Enhanced
WRAP73	49856	9.19301	8.63625	8.3681	7.79677	10.4942	10.1354	9.72745	8.52749	9.07449	10.0729	NA	NA	NA	NA
WRN	7486	4.89637	4.84455	6.03233	5.37919	4.42313	5.31748	4.5527	4.6935	4.54466	6.10642	NA	NA	NA	NA
WRNIP1	56897	23.2621	22.9633	22.7101	22.6384	24.233	24.8815	21.0029	21.6334	24.3124	20.4185	cerebral-cortex	glial-cells	Medium	Enhanced
WSB1	26118	80.1312	86.8728	73.9685	70.9471	113.102	111.238	87.704	82.3157	63.1319	66.0522	NA	NA	NA	NA
WSB2	55884	87.5725	85.5004	74.6655	80.7308	77.871	69.5189	67.427	69.247	113.204	98.7542	NA	NA	NA	NA
WSCD1	23302	0.0448134	0.0342367	0.387621	0.215829	0.47847	0.666732	0.759176	0.540603	0.116346	0.26698	NA	NA	NA	NA
WT1	7490	0.0877699	0	0	0	0	0	0.0397616	0.0167422	0.106147	0	NA	NA	NA	NA
WTAP	9589	21.0143	19.866	22.2509	22.3666	19.9016	21.5547	22.9206	20.2641	21.2006	19.6317	cerebral-cortex	glial-cells	Medium	Supported
WTIP	126374	12.5964	12.9599	17.794	18.1852	14.0631	14.2289	18.9142	15.2022	19.6259	17.3575	NA	NA	NA	NA
WWC1	23286	8.22223	13.1624	7.08967	9.4544	16.6328	17.0961	10.7182	14.6029	7.15123	4.48354	NA	NA	NA	NA
WWC2	80014	18.2171	20.6865	17.7075	16.0291	18.8037	16.7654	18.7473	20.9416	10.607	12.4209	NA	NA	NA	NA
WWC2-AS2	152641	0.328679	0.360022	0.199812	0.200766	0.134651	0.182955	0.134841	0.293532	0.283918	0.187579	NA	NA	NA	NA
WWC3	55841	10.2861	10.0249	9.48908	8.4718	7.3011	6.39447	6.84988	6.95137	12.6466	11.6137	NA	NA	NA	NA
WWOX	51741	1.61513	1.68589	1.21808	0.760198	1.7524	2.3656	1.73503	2.24958	2.31253	2.64092	cerebral-cortex	glial-cells	Low	Approved
WWP1	11059	19.4098	19.6134	17.4378	14.1931	15.1852	17.4967	15.9235	16.382	16.5104	21.3711	cerebral-cortex	glial-cells	Medium	Approved
WWP1P1	339843	1.24494	1.36364	0.818719	0.826845	0.70782	0.727662	1.01994	0.648563	1.01337	1.09561	NA	NA	NA	NA
WWP2	11060	8.5408	11.0995	15.2201	12.8352	14.1076	13.4716	14.1036	14.9288	10.9889	12.5366	NA	NA	NA	NA
WWTR1	25937	72.5151	71.2417	75.62	79.7166	70.5895	67.0328	85.8884	87.5152	94.3943	94.0396	cerebral-cortex	glial-cells	High	Enhanced
WWTR1-AS1	100128025	2.51905	0.0449302	0.826262	0.201835	1.2604	0.829779	1.0241	0.540499	0.360285	1.43696	NA	NA	NA	NA
XAB2	56949	9.07261	11.6872	10.5719	10.3783	10.5039	11.0019	10.7982	10.1382	11.2997	9.87273	NA	NA	NA	NA
XAF1	54739	0.131393	0.0478327	0.12285	0.11815	0.00965609	0.0210052	0.371219	0.381514	0.0268148	0.00978927	cerebral-cortex	glial-cells	Low	Approved
XBP1	7494	122.142	116.802	97.7113	104.125	86.3843	83.9682	103.879	105.715	112.29	101.27	NA	NA	NA	NA
XBP1P1	7495	0.409103	0.298779	0.621793	0.336493	0.442329	0.557943	0.587405	0.639556	0.164961	0.37146	NA	NA	NA	NA
XDH	7498	0.834727	0.951119	1.69654	1.1277	2.66749	3.01043	1.72067	1.04483	0.718171	0.476125	NA	NA	NA	NA
XG	7499	0.014541	0.0159277	0.105499	0.0816867	0.297352	0.288075	0.673859	0.337519	0.0477435	0.0897489	NA	NA	NA	NA
XIAP	331	21.0273	19.1907	15.8638	19.3393	25.6343	15.8035	19.4298	18.4332	15.4835	27.855	NA	NA	NA	NA
XIRP1	165904	0.217863	0.224644	0.631849	0.607511	0.474892	0.449776	0.134745	0.133709	0.0931074	0.0481629	NA	NA	NA	NA
XKR6	286046	0.913487	1.53588	1.16638	1.03731	1.69774	1.37951	1.75093	1.12646	0.564872	0.523385	NA	NA	NA	NA
XKR8	55113	4.62787	5.92076	7.48252	9.72969	3.22046	4.1344	6.82797	8.72767	9.38783	6.20326	NA	NA	NA	NA
XPA	7507	10.3413	10.0992	12.3037	10.5835	9.01595	11.1081	11.4374	9.78514	9.23493	11.9358	cerebral-cortex	glial-cells	Medium	Supported
XPC	7508	18.8781	18.566	19.2615	19.8492	23.3802	26.0826	21.8714	21.2375	27.9636	27.1033	cerebral-cortex	glial-cells	Medium	Supported
XPNPEP1	7511	134.923	141.943	146.07	147.446	129.703	138.932	154.316	151.324	146.847	139.551	NA	NA	NA	NA
XPNPEP3	63929	4.45735	4.08694	4.9554	4.80567	3.174	3.14884	3.16869	3.93576	4.09369	4.33364	NA	NA	NA	NA
XPO1	7514	57.7493	67.9273	65.7481	55.4732	67.0025	63.4309	69.9096	64.8264	50.2782	66.8702	cerebral-cortex	glial-cells	Low	Supported
XPO4	64328	4.06286	3.94825	4.39897	3.81785	3.48204	3.77269	4.05004	4.26438	3.23141	4.17911	NA	NA	NA	NA
XPO5	57510	47.7303	46.0758	41.2251	46.9941	55.6854	54.3854	53.1897	44.5781	47.5789	38.5157	NA	NA	NA	NA
XPO6	23214	225.422	178.346	193.84	209.286	215.639	221.878	189.967	191.095	179.135	159.261	NA	NA	NA	NA
XPO7	23039	24.1677	22.0718	23.608	23.3474	22.2485	21.4934	20.479	27.5041	21.51	25.8741	NA	NA	NA	NA
XPOT	11260	86.5005	71.0704	48.3941	56.5769	53.3808	47.0663	58.3739	69.1013	72.9985	78.7596	NA	NA	NA	NA
XPOTP1	170559	3.79188	3.12658	2.48816	2.20911	1.82055	2.33902	2.96035	2.56585	2.99511	2.54602	NA	NA	NA	NA
XPR1	9213	14.1828	12.6999	9.31983	11.2917	11.0471	9.33748	8.99297	8.7501	10.0298	12.1917	cerebral-cortex	glial-cells	Low	Supported
XRCC1	7515	12.0802	12.7212	13.6955	10.3003	10.7618	10.3525	9.84427	10.5083	11.7904	12.7372	cerebral-cortex	glial-cells	Low	Supported
XRCC2	7516	0.401264	0.423123	0.295971	0.307627	0.207601	0.18824	0.680895	0.695305	0.155824	0.298802	NA	NA	NA	NA
XRCC3	7517	3.19241	4.18057	2.74704	3.39288	4.42815	3.34564	4.82179	4.51351	5.07948	3.59338	NA	NA	NA	NA
XRCC4	7518	11.4059	10.5253	4.63596	4.88963	6.68309	7.22416	3.32931	3.42002	8.27075	11.9367	cerebral-cortex	glial-cells	High	Supported
XRCC5	7520	192.707	166.027	215.582	212.724	171.104	179.237	178.816	204.02	191.527	161.873	cerebral-cortex	glial-cells	High	Supported
XRCC6	2547	168.797	152.723	200.379	170.513	165.953	165.302	166.836	176.115	171.595	143.743	cerebral-cortex	glial-cells	Medium	Enhanced
XRCC6P1	387703	0.0958284	0.104967	0.104866	0.113471	0.0824788	0.112023	0.146783	0.139784	0.231779	0.125294	NA	NA	NA	NA
XRCC6P2	389901	0.174959	0.191646	0.0911704	0.098652	0.13453	0.204525	0.143563	0.156251	0.0906776	0.136162	NA	NA	NA	NA
XRCC6P4	100422546	0.197693	0.108272	0.165258	0.13005	0.283512	0.154068	0.110401	0.13732	0.239081	0.197451	NA	NA	NA	NA
XRCC6P5	442459	0.0804789	0.146926	0.0736796	0.133827	0.144419	0.112726	0.0256806	0.0200944	0.116617	0	NA	NA	NA	NA
XRN1	54464	13.8123	23.4554	14.7039	16.8342	19.0475	15.7052	14.5807	21.6776	13.0078	17.5421	cerebral-cortex	glial-cells	Low	Approved
XRN2	22803	36.1631	32.0027	36.5101	37.0044	34.9879	33.3756	32.8781	34.9545	33.3781	30.7125	cerebral-cortex	glial-cells	High	Supported
XRRA1	143570	9.53328	8.33261	4.18171	1.74194	8.77325	9.0342	12.0122	10.5963	7.6032	6.58909	NA	NA	NA	NA
XXYLT1	152002	26.4403	27.1184	24.3913	24.8332	26.1495	25.0037	24.4236	26.7084	29.0727	28.9105	NA	NA	NA	NA
XYLB	9942	1.16171	1.67948	2.25159	1.42688	2.04589	2.46092	1.15804	1.62352	0.641641	1.21377	NA	NA	NA	NA
XYLT1	64131	30.1431	42.4325	5.8806	5.27627	4.2951	3.91967	4.35764	3.13333	22.604	22.3847	cerebral-cortex	glial-cells	Low	Approved
XYLT2	64132	11.9703	15.2166	15.451	14.7407	18.3662	17.6753	16.2207	14.23	15.5576	14.0822	NA	NA	NA	NA
YAF2	10138	25.6665	25.0792	22.3174	21.0948	22.629	19.6091	22.2787	20.6654	18.2297	21.1647	cerebral-cortex	glial-cells	Medium	Supported
YAP1	10413	75.3681	75.8752	80.5051	76.9892	66.7816	67.7289	67.026	69.3889	61.2702	62.6445	cerebral-cortex	glial-cells	Low	Enhanced
YAP1P1	442266	1.54747	0.932287	1.27005	1.22158	0.944049	0.934637	1.08637	1.15551	1.09164	0.927324	NA	NA	NA	NA
YARS2	51067	19.3989	17.2523	16.8443	18.0098	20.4076	16.9369	17.9806	17.5352	20.2731	17.5989	NA	NA	NA	NA
YBEY	54059	12.2765	12.2917	12.2019	11.6143	11.8205	12.1624	15.1107	14.0054	10.3071	9.98016	NA	NA	NA	NA
YBX1	4904	233.429	213.474	243.339	255.499	248.176	236.322	244.545	245.633	206.565	178.93	cerebral-cortex	glial-cells	Medium	Approved
YBX1P1	50631	2.55202	2.1743	2.40113	2.11851	3.18825	2.17827	2.79199	2.95444	2.84118	1.50056	NA	NA	NA	NA
YBX1P10	158373	23.9927	18.7977	19.8147	22.9302	21.9262	20.0138	21.5988	19.1627	16.4765	14.3686	NA	NA	NA	NA
YBX1P2	646531	4.73894	3.71397	4.21616	4.14396	4.65152	4.41381	4.9791	4.45588	3.72732	2.68653	NA	NA	NA	NA
YBX1P6	402375	9.02016	9.79673	10.5009	10.2642	11.6264	10.6791	9.99439	10.2381	8.81922	7.6112	NA	NA	NA	NA
YBX2	51087	0.127927	0.300745	0.0064412	0.0749249	0.131983	0.081615	0.1636	0.283315	0.118581	0	NA	NA	NA	NA
YBX3	8531	396.192	354.307	405.853	380.77	463.894	396.161	391.857	374.109	364.811	343.318	NA	NA	NA	NA
YBX3P1	440359	2.10959	1.96991	2.08147	2.18403	2.53399	2.26395	2.78094	1.72959	2.55112	1.01735	NA	NA	NA	NA
YDJC	150223	10.2798	10.367	14.6624	14.0257	12.9793	14.3548	13.478	12.8187	13.057	12.179	NA	NA	NA	NA
YEATS2	55689	14.2968	13.902	12.7614	13.5625	12.3907	13.6351	14.1129	14.8663	16.4866	17.0193	NA	NA	NA	NA
YEATS2-AS1	100874113	0.418073	0.702742	0.220602	0.306242	0.494613	0.691739	0.477114	0.407893	0.360308	0.483332	NA	NA	NA	NA
YEATS4	8089	7.09214	5.63659	5.58225	5.71946	6.0743	5.89573	5.17409	5.62413	5.10943	5.90213	NA	NA	NA	NA
YES1	7525	14.1031	13.7979	14.0072	12.7874	16.9917	18.2765	13.2391	11.6348	8.17704	12.529	cerebral-cortex	glial-cells	Low	Approved
YIF1A	10897	123.945	143.809	159.621	169.392	165.979	165.952	146.23	133.162	139.262	124.211	NA	NA	NA	NA
YIF1B	90522	84.2506	95.1016	90.3831	88.7838	86.7562	92.7469	100.401	92.9888	114.715	103.067	NA	NA	NA	NA
YIPF1	54432	17.9563	15.4842	16.077	16.6229	18.8447	16.358	15.6867	16.3251	21.7975	16.8004	NA	NA	NA	NA
YIPF2	78992	49.9907	57.4425	56.0853	51.9059	65.1899	65.3941	58.5881	54.8232	60.4368	58.3035	cerebral-cortex	glial-cells	Low	Approved
YIPF3	25844	161.952	170.429	212.593	228.092	241.778	233.932	168.55	206.841	199.684	179.259	cerebral-cortex	glial-cells	Medium	Supported
YIPF4	84272	39.1056	38.287	32.2046	33.6798	37.6945	33.4144	30.719	29.4678	38.3032	37.5459	cerebral-cortex	glial-cells	Low	Supported
YIPF5	81555	120.727	112.046	113.218	117.852	120.691	124.506	125.694	128.355	103.309	95.3887	cerebral-cortex	glial-cells	Low	Supported
YIPF6	286451	30.6119	23.1315	25.6159	25.9304	22.1526	27.8557	20.5009	20.8343	23.543	24.0683	NA	NA	NA	NA
YJEFN3	374887	0.861774	1.9235	1.30497	0.985468	1.44554	1.26207	1.81696	2.09798	2.12284	2.05229	NA	NA	NA	NA
YKT6	10652	139.447	130.355	143.574	142.763	152.228	155.768	145.259	135.664	144.418	126.283	cerebral-cortex	glial-cells	Low	Approved
YLPM1	56252	13.4103	12.849	13.9561	13.6117	13.5409	12.0922	15.6718	14.515	13.9235	15.0332	NA	NA	NA	NA
YME1L1	10730	87.3375	74.2263	81.5446	80.6603	71.9092	71.6379	77.5454	83.0582	63.0172	75.2395	NA	NA	NA	NA
YOD1	55432	1.23479	1.39952	1.5516	1.17643	1.59027	1.677	1.48427	1.40878	0.787594	1.24888	NA	NA	NA	NA
YPEL1	29799	0.578479	0.252934	0.210756	0.0969008	0.163058	0.405596	0.290261	0.178179	0.232571	0.44572	NA	NA	NA	NA
YPEL2	388403	5.36153	3.70641	3.79753	4.05384	5.05981	6.01369	3.835	5.03792	4.8033	5.99578	NA	NA	NA	NA
YPEL3	83719	9.95349	15.1796	14.6083	11.194	12.8812	15.4832	14.1082	19.1255	18.9407	18.299	NA	NA	NA	NA
YPEL4	219539	0.411544	0.383547	0.708811	0.440211	0.228737	0.370891	0.420522	0.273337	0.28913	0.980616	NA	NA	NA	NA
YPEL5	51646	125.756	126.928	109.514	105.4	137.912	151.74	106.623	107.661	149.93	132.51	cerebral-cortex	glial-cells	Low	Approved
YRDC	79693	18.1811	17.0897	18.5791	19.8865	17.4975	16.5268	16.4987	17.2101	18.8243	16.0773	NA	NA	NA	NA
YTHDC2	64848	6.73472	8.94643	6.70223	6.58062	5.17634	4.51902	7.04143	7.64262	4.31023	7.86019	NA	NA	NA	NA
YTHDF1	54915	22.8115	25.73	23.3227	23.5627	31.2669	31.1151	25.1701	22.3774	31.7492	27.185	NA	NA	NA	NA
YTHDF2	51441	56.7078	55.5572	62.7252	58.2806	60.599	65.3628	56.3459	54.9202	56.3645	52.942	cerebral-cortex	glial-cells	Medium	Approved
YTHDF3	253943	32.3026	35.3388	35.1561	33.5107	40.131	41.0844	32.7233	33.4238	29.8773	29.666	NA	NA	NA	NA
YTHDF3-AS1	101410533	0.47581	0.260618	0.596616	0.645576	0.706724	0.903854	0.455463	0.743633	1.00689	0.388784	NA	NA	NA	NA
YWHAB	7529	196.859	157.629	163.408	172.305	162.296	159.338	147.092	165.507	167.17	153.186	cerebral-cortex	glial-cells	High	Enhanced
YWHAE	7531	342.319	337.52	498.359	492.162	429.777	429.738	444.834	451.47	359.062	324.982	cerebral-cortex	glial-cells	Medium	Approved
YWHAEP1	649395	0.328274	0.23974	0.149681	0.161964	0.17722	0.0639583	0.31424	0.285029	0.132321	0.29804	NA	NA	NA	NA
YWHAEP5	440917	6.04787	4.53894	8.84099	7.47771	6.80258	6.37348	4.95782	4.82831	6.98814	4.81847	NA	NA	NA	NA
YWHAG	7532	109.463	110.835	116.709	116.324	116.768	125.66	111.172	107.02	113.773	108.175	cerebral-cortex	glial-cells	Medium	Approved
YWHAH	7533	167.766	151.52	136.346	145.84	113.925	106.288	127.395	120.767	181.277	160.401	NA	NA	NA	NA
YWHAQ	10971	282.443	256.029	249.868	259.914	280.932	253.861	240.554	262.521	252.127	230.129	cerebral-cortex	glial-cells	Medium	Approved
YWHAQP6	101290504	39.9434	33.6282	38.5369	36.5582	43.5018	34.1741	37.3844	41.6177	37.431	29.3113	NA	NA	NA	NA
YWHAZ	7534	295.847	252.754	242.869	240.33	215.844	213.68	198.032	212.95	272.122	261.434	cerebral-cortex	glial-cells	High	Approved
YWHAZP2	150554	47.553	41.1629	39.6402	39.3235	34.9136	33.7627	33.1763	33.2538	42.2627	44.1794	NA	NA	NA	NA
YWHAZP3	143371	8.77912	8.66576	5.34474	7.21357	6.76835	5.57756	6.55449	4.34765	7.07937	5.50695	NA	NA	NA	NA
YWHAZP4	246737	0.1213	0.13288	0.110616	0.35908	0.262092	0.212697	0.29028	0.568729	0.366697	0.528606	NA	NA	NA	NA
YWHAZP5	86123	0.581266	0.509406	0.371049	0.573569	0.502249	0.271798	0.389488	0.121126	0.49202	0.44329	NA	NA	NA	NA
YWHAZP6	158383	0.286302	0.56454	0.208868	0.904034	0.432881	0.334684	0.328872	0.238643	1.24634	0.249534	NA	NA	NA	NA
YY1	7528	65.4648	66.5381	56.812	60.3044	63.3897	62.0655	65.5726	69.0564	62.1012	55.3827	NA	NA	NA	NA
YY1AP1	55249	35.0742	37.9417	32.9645	29.5894	30.9669	31.6133	30.9838	36.4776	41.767	33.143	NA	NA	NA	NA
YY2	404281	0.517569	0.71598	0.476353	0.44547	0.456702	0.62325	0.387043	0.619373	0.353104	0.66571	NA	NA	NA	NA
ZACN	353174	0.314299	0.430331	0.422814	0.378689	0.651937	0.371832	4.74218	0.586722	0.10704	2.46897	NA	NA	NA	NA
ZADH2	284273	6.22303	4.78369	6.25565	6.28486	6.52408	6.05286	6.69742	7.74097	5.83841	6.46369	NA	NA	NA	NA
ZBED1	9189	8.38902	9.24595	6.19687	6.22868	6.25836	6.72588	6.57299	7.32688	9.06474	6.6608	NA	NA	NA	NA
ZBED2	79413	0.291383	0.271292	0.225861	0.11501	0.987036	1.10703	0.223161	0.288418	0.24667	0.285737	NA	NA	NA	NA
ZBED3	84327	1.65697	1.53296	1.03197	1.02681	1.45818	0.968832	1.22355	1.34045	1.58789	1.4471	NA	NA	NA	NA
ZBED3-AS1	728723	0.46816	0.743819	0.606659	0.268981	0.620275	0.7293	0.642222	0.536362	1.07675	1.17238	NA	NA	NA	NA
ZBED4	9889	5.86119	5.84132	5.63399	5.47989	6.29173	5.94421	5.43096	5.53735	6.65512	5.95094	cerebral-cortex	glial-cells	Medium	Approved
