	SYMBOL	ENTREZID	Ctrl_NIH1.Veh.R1	Ctrl_NIH1.Veh.R2
TRPC4AP	TRPC4AP	26133	34.9636	39.3048
TRPC6	TRPC6	7225	0.189392	0.149242
TRPM3	TRPM3	80036	2.00841	0.656168
TRPM4	TRPM4	54795	5.27852	4.40814
TRPM7	TRPM7	54822	13.1094	10.0022
TRPM8	TRPM8	79054	0.667683	0.570967
TRPS1	TRPS1	7227	5.27563	4.5939
TRPT1	TRPT1	83707	19.8915	25.8298
TRPV1	TRPV1	7442	2.32798	1.26786
TRPV2	TRPV2	51393	0.602968	0.111434
TRPV3	TRPV3	162514	0.168644	0.192192
TRPV4	TRPV4	59341	0.156897	0.111838
TRRAP	TRRAP	8295	12.3558	9.02923
TRUB1	TRUB1	142940	9.86642	9.56797
TRUB2	TRUB2	26995	9.96504	14.3254
TSACC	TSACC	128229	0.244585	0.576128
TSC1	TSC1	7248	15.6031	11.387
TSC2	TSC2	7249	40.2008	39.6993
TSC22D1	TSC22D1	8848	89.6064	116.982
TSC22D2	TSC22D2	9819	30.7089	23.2899
TSC22D3	TSC22D3	1831	9.37404	17.3291
TSC22D4	TSC22D4	81628	12.8236	15.0138
TSEN15	TSEN15	116461	26.3393	26.7079
TSEN15P1	TSEN15P1	100288179	0.423288	0.506755
TSEN2	TSEN2	80746	7.8526	11.4841
TSEN54	TSEN54	283989	16.8754	16.2853
TSFM	TSFM	10102	16.9336	24.3193
TSG101	TSG101	7251	42.3819	51.0725
TSGA10	TSGA10	80705	1.85247	2.40403
TSHZ1	TSHZ1	10194	16.7692	13.2594
TSHZ2	TSHZ2	128553	0.289583	0.574122
TSHZ3	TSHZ3	57616	1.105	0.488688
TSKU	TSKU	25987	18.2633	17.2218
TSN	TSN	7247	58.7284	58.9786
TSNARE1	TSNARE1	203062	3.55162	4.09144
TSNAX	TSNAX	7257	19.6175	20.0893
TSNAXIP1	TSNAXIP1	55815	2.95688	4.09726
TSPAN1	TSPAN1	10103	0	0
TSPAN10	TSPAN10	83882	0.502002	1.36491
TSPAN11	TSPAN11	441631	27.0685	31.1511
TSPAN12	TSPAN12	23554	15.0526	19.4956
TSPAN13	TSPAN13	27075	25.6015	23.0222
TSPAN14	TSPAN14	81619	83.2726	72.3742
TSPAN15	TSPAN15	23555	7.57661	5.51394
TSPAN17	TSPAN17	26262	18.4438	21.6981
TSPAN18	TSPAN18	90139	0.849201	1.62993
TSPAN19	TSPAN19	144448	0.385235	0.757458
TSPAN2	TSPAN2	10100	1.47921	1.01425
TSPAN3	TSPAN3	10099	206.928	248.553
TSPAN31	TSPAN31	6302	27.4203	28.4066
TSPAN32	TSPAN32	10077	0.130799	0.0526982
TSPAN33	TSPAN33	340348	2.98123	4.3132
TSPAN4	TSPAN4	7106	27.536	25.9867
TSPAN5	TSPAN5	10098	15.8947	15.3315
TSPAN6	TSPAN6	7105	38.1387	45.1088
TSPAN7	TSPAN7	7102	2.32344	2.9001
TSPAN9	TSPAN9	10867	13.4475	11.6807
TSPO	TSPO	706	10.4481	19.0477
TSPY26P	TSPY26P	128854	6.09039	6.2136
TSPYL1	TSPYL1	7259	45.1833	38.3858
TSPYL4	TSPYL4	23270	29.1639	24.7811
TSR1	TSR1	55720	17.8197	14.4166
TSR2	TSR2	90121	25.9232	28.0595
TSR3	TSR3	115939	32.4067	37.6258
TSSC2	TSSC2	650368	0.129875	0
TSSC4	TSSC4	10078	16.4444	21.5701
TSSK1A	TSSK1A	23752	0	0.283301
TSSK3	TSSK3	81629	2.02374	1.95008
TSSK4	TSSK4	283629	6.59715	3.23421
TSSK6	TSSK6	83983	0.859373	1.05124
TST	TST	7263	11.1617	14.3386
TSTA3	TSTA3	7264	26.1457	28.1524
TSTD1	TSTD1	100131187	0.147644	0.391566
TSTD2	TSTD2	158427	19.5566	15.4194
TSTD3	TSTD3	100130890	1.89324	2.26286
TTBK1	TTBK1	84630	0.95742	1.15904
TTBK2	TTBK2	146057	8.21147	4.76679
TTC1	TTC1	7265	32.4989	43.6203
TTC12	TTC12	54970	2.08083	4.12845
TTC13	TTC13	79573	13.0882	11.1516
TTC14	TTC14	151613	22.703	23.4075
TTC17	TTC17	55761	47.268	39.4865
TTC19	TTC19	54902	27.5453	32.8975
TTC21A	TTC21A	199223	2.39247	4.72712
TTC21B	TTC21B	79809	14.9758	10.9116
TTC23	TTC23	64927	11.946	8.3882
TTC23L	TTC23L	153657	0.887873	0.94793
TTC26	TTC26	79989	5.34361	4.00403
TTC27	TTC27	55622	8.67127	7.05184
TTC28	TTC28	23331	12.8541	7.77114
TTC28-AS1	TTC28-AS1	284900	15.724	14.319
TTC3	TTC3	7267	193.116	122.784
TTC3-AS1	TTC3-AS1	100874006	0.252238	0.135723
TTC30A	TTC30A	92104	3.34488	3.5726
TTC30B	TTC30B	150737	2.99879	3.92748
TTC31	TTC31	64427	17.6979	16.7328
TTC32	TTC32	130502	11.3375	7.69465
TTC33	TTC33	23548	6.92284	7.32122
TTC34	TTC34	100287898	0	0
TTC37	TTC37	9652	34.8173	29.0627
TTC38	TTC38	55020	13.341	14.2927
TTC39A	TTC39A	22996	0.190293	0.488421
TTC39B	TTC39B	158219	0.806039	0.84911
TTC39C	TTC39C	125488	7.77135	6.51608
TTC3P1	TTC3P1	286495	9.94207	6.08643
TTC4	TTC4	7268	13.8318	14.4185
TTC5	TTC5	91875	8.84901	10.4327
TTC7A	TTC7A	57217	2.27844	2.74447
TTC7B	TTC7B	145567	6.60985	6.2751
TTC8	TTC8	123016	14.5187	18.8194
TTC9	TTC9	23508	9.77327	8.73265
TTC9B	TTC9B	148014	0.213632	0.425702
TTC9C	TTC9C	283237	20.9052	26.4795
TTF1	TTF1	7270	11.6907	11.3653
TTF2	TTF2	8458	9.59315	5.33269
TTI1	TTI1	9675	15.4188	12.2856
TTI2	TTI2	80185	7.08116	8.00838
TTK	TTK	7272	19.4848	15.2004
TTL	TTL	150465	46.971	34.867
TTLL1	TTLL1	25809	12.7861	15.0422
TTLL11	TTLL11	158135	3.04419	2.3593
TTLL12	TTLL12	23170	12.1307	11.6119
TTLL2	TTLL2	83887	0.145068	0.0431612
TTLL3	TTLL3	26140	24.4873	22.4107
TTLL4	TTLL4	9654	19.6522	19.7266
TTLL5	TTLL5	23093	12.5976	13.1619
TTLL7	TTLL7	79739	6.1572	5.65583
TTLL9	TTLL9	164395	0.226574	0.791797
TTN	TTN	7273	0.199931	0.0868248
TTN-AS1	TTN-AS1	100506866	11.1361	7.97386
TTPA	TTPA	7274	0.615202	0.549033
TTPAL	TTPAL	79183	8.79532	7.51196
TTTY14	TTTY14	83869	0.303839	1.73428
TTTY15	TTTY15	64595	10.2585	4.52106
TTYH1	TTYH1	57348	2.20292	2.02786
TTYH2	TTYH2	94015	8.12878	8.72462
TTYH3	TTYH3	80727	179.519	152.178
TUB	TUB	7275	6.35449	4.82917
TUBA1A	TUBA1A	7846	1798.23	1910.64
TUBA1B	TUBA1B	10376	1273.55	1011.01
TUBA1C	TUBA1C	84790	94.3432	90.8906
TUBA3D	TUBA3D	113457	0.100892	0.180196
TUBA3FP	TUBA3FP	113691	1.28423	2.2256
TUBA4A	TUBA4A	7277	0.124171	0.162739
TUBA8	TUBA8	51807	1.12276	0.91634
TUBB1	TUBB1	81027	0.441188	0.263958
TUBB2A	TUBB2A	7280	200.415	215.026
TUBB2B	TUBB2B	347733	314.246	348.913
TUBB2BP1	TUBB2BP1	100132153	0.469716	0.480243
TUBB4A	TUBB4A	10382	4.60523	3.76736
TUBB4B	TUBB4B	10383	205.215	174.431
TUBB6	TUBB6	84617	86.9445	73.9318
TUBB8P1	TUBB8P1	100418937	0.596344	0.305145
TUBB8P2	TUBB8P2	106478982	0.30072	0
TUBBP1	TUBBP1	92755	122.015	74.5617
TUBBP2	TUBBP2	647000	4.96794	2.98007
TUBD1	TUBD1	51174	4.95486	5.85849
TUBG1	TUBG1	7283	39.6702	39.1826
TUBG1P	TUBG1P	442673	0.117169	0.20933
TUBG2	TUBG2	27175	13.0558	17.0378
TUBGCP2	TUBGCP2	10844	29.7969	30.4572
TUBGCP3	TUBGCP3	10426	19.7161	15.6776
TUBGCP4	TUBGCP4	27229	20.4289	16.4862
TUBGCP5	TUBGCP5	114791	13.5312	9.64037
TUBGCP6	TUBGCP6	85378	18.8259	16.0945
TUFM	TUFM	7284	65.6786	81.4894
TUFMP1	TUFMP1	645668	0.0788568	0.24655
TUFT1	TUFT1	7286	2.68937	3.00206
TUG1	TUG1	55000	84.2823	43.1388
TULP3	TULP3	7289	22.8622	21.233
TULP4	TULP4	56995	6.05578	4.10214
TUSC1	TUSC1	286319	2.24711	3.31232
TUSC2	TUSC2	11334	0.195656	0.340226
TUSC3	TUSC3	7991	110.245	100.367
TUT1	TUT1	64852	8.52972	8.21671
TVP23A	TVP23A	780776	0.583461	0.796078
TVP23B	TVP23B	51030	12.7632	15.4654
TVP23C	TVP23C	201158	8.38743	4.9764
TVP23C-CDRT4	TVP23C-CDRT4	100533496	1.08679	3.34161
TVP23CP2	TVP23CP2	261735	0.211549	0.284455
TWF1	TWF1	5756	37.2605	39.9925
TWF1P1	TWF1P1	619519	5.15556	4.3237
TWF2	TWF2	11344	15.4387	21.5826
TWIST1	TWIST1	7291	0.272111	0.770128
TWIST2	TWIST2	117581	0	0
TWISTNB	TWISTNB	221830	9.273	8.73136
TWSG1	TWSG1	57045	32.2767	29.537
TXLNA	TXLNA	200081	20.3412	17.8218
TXLNB	TXLNB	167838	0.089814	0.0445035
TXLNG	TXLNG	55787	5.91525	5.58574
TXN	TXN	7295	106.117	150.587
TXN2	TXN2	25828	44.7034	57.8081
TXNDC11	TXNDC11	51061	6.3047	9.09609
TXNDC12	TXNDC12	51060	25.1889	30.9369
TXNDC15	TXNDC15	79770	33.2005	42.7673
TXNDC16	TXNDC16	57544	5.24705	4.42443
TXNDC17	TXNDC17	84817	90.9352	125.462
TXNDC2	TXNDC2	84203	0.224553	0
TXNDC5	TXNDC5	81567	49.5576	56.6341
TXNDC9	TXNDC9	10190	30.0366	33.349
TXNIP	TXNIP	10628	0.858334	1.2288
TXNL1	TXNL1	9352	47.7528	59.6471
TXNL4A	TXNL4A	10907	57.344	78.6572
TXNL4B	TXNL4B	54957	7.72226	8.11355
TXNP4	TXNP4	124974	0.366982	1.65181
TXNP6	TXNP6	171560	4.25356	2.43604
TXNRD1	TXNRD1	7296	42.6688	48.2189
TXNRD2	TXNRD2	10587	6.72996	8.64625
TXNRD3	TXNRD3	114112	3.68118	3.59735
TYK2	TYK2	7297	47.964	50.44
TYMP	TYMP	1890	0.67737	0.545738
TYMS	TYMS	7298	228.108	198.424
TYRO3	TYRO3	7301	26.8419	17.3367
TYSND1	TYSND1	219743	3.08677	3.74443
TYW1	TYW1	55253	7.69695	7.36699
TYW1B	TYW1B	441250	0.613834	0.109697
TYW3	TYW3	127253	0	0.0129155
TYW5	TYW5	129450	6.28833	4.79396
U2AF1	U2AF1	7307	162.088	181.667
U2AF1L4	U2AF1L4	199746	9.03834	13.5066
U2AF2	U2AF2	11338	144.616	116.302
U2SURP	U2SURP	23350	56.0836	45.9522
UACA	UACA	55075	18.0919	17.4088
UAP1	UAP1	6675	16.2896	20.0902
UAP1L1	UAP1L1	91373	0.644216	1.82322
UBA2	UBA2	10054	78.1533	76.5022
UBA3	UBA3	9039	43.4027	46.9787
UBA5	UBA5	79876	25.4241	21.8605
UBA52	UBA52	7311	353.752	546.545
UBA52P8	UBA52P8	100271343	0.705078	0
UBA6	UBA6	55236	22.8584	18.1381
UBA6-AS1	UBA6-AS1	550112	5.66415	4.43149
UBA7	UBA7	7318	2.58865	3.54444
UBAC1	UBAC1	10422	15.9671	25.1541
UBAC2	UBAC2	337867	28.0137	43.4135
UBAC2-AS1	UBAC2-AS1	100289373	0.720889	0.956233
UBALD1	UBALD1	124402	9.97324	11.3341
UBALD2	UBALD2	283991	13.9404	18.2744
UBAP1	UBAP1	51271	29.8897	32.7679
UBAP1L	UBAP1L	390595	1.55974	1.75235
UBAP2	UBAP2	55833	14.7391	10.137
UBAP2L	UBAP2L	9898	98.9989	78.4677
UBASH3B	UBASH3B	84959	9.12548	10.1533
UBB	UBB	7314	552.345	606.607
UBBP4	UBBP4	23666	1.29387	1.8297
UBC	UBC	7316	243.723	252.541
UBE2A	UBE2A	7319	60.6279	65.9043
UBE2B	UBE2B	7320	50.6471	69.7841
UBE2C	UBE2C	11065	96.4279	94.6032
UBE2CP1	UBE2CP1	326105	0.377799	0.226017
UBE2CP2	UBE2CP2	646595	0	0.257368
UBE2D1	UBE2D1	7321	17.2865	21.6307
UBE2D2	UBE2D2	7322	83.9949	83.5638
UBE2D3	UBE2D3	7323	125.096	128.584
UBE2D3P1	UBE2D3P1	100037280	2.52607	4.38043
UBE2D3P2	UBE2D3P2	100130139	0.539214	0.161643
UBE2D4	UBE2D4	51619	5.17396	6.55179
UBE2E1	UBE2E1	7324	106.242	113.703
UBE2E1-AS1	UBE2E1-AS1	100874092	0.544368	1.04416
UBE2E2	UBE2E2	7325	13.9353	12.6343
UBE2E3	UBE2E3	10477	283.147	223.587
UBE2F	UBE2F	140739	21.6708	27.2739
UBE2FP1	UBE2FP1	100421436	1.78345	0.320737
UBE2FP3	UBE2FP3	106480360	0.823712	0.616236
UBE2G1	UBE2G1	7326	37.0194	31.7625
UBE2H	UBE2H	7328	39.226	35.1568
UBE2I	UBE2I	7329	115.877	116.81
UBE2J1	UBE2J1	51465	24.8576	24.1635
UBE2J2	UBE2J2	118424	35.9607	42.0631
UBE2K	UBE2K	3093	46.2625	45.9929
UBE2L3	UBE2L3	7332	70.7151	78.3078
UBE2L4	UBE2L4	7333	2.00807	1.05282
UBE2L6	UBE2L6	9246	38.2792	47.2305
UBE2M	UBE2M	9040	35.3283	37.2369
UBE2MP1	UBE2MP1	606551	5.3482	5.48478
UBE2N	UBE2N	7334	102.587	112.115
UBE2NL	UBE2NL	389898	0.275753	0.328554
UBE2O	UBE2O	63893	20.8974	16.5624
UBE2Q1	UBE2Q1	55585	23.3339	24.3211
UBE2Q2	UBE2Q2	92912	22.0434	22.3692
UBE2Q2L	UBE2Q2L	100505679	0.445237	0.133298
UBE2Q2P1	UBE2Q2P1	388165	3.95974	3.15104
UBE2Q2P2	UBE2Q2P2	100134869	1.27451	1.4196
UBE2Q2P6	UBE2Q2P6	100421769	137.035	251.827
UBE2QL1	UBE2QL1	134111	0.364133	0.580691
UBE2R2	UBE2R2	54926	45.06	43.602
UBE2S	UBE2S	27338	100.429	89.3319
UBE2SP1	UBE2SP1	246719	6.6895	6.59282
UBE2SP2	UBE2SP2	440406	12.8467	9.39203
UBE2T	UBE2T	29089	48.4801	48.5353
UBE2V1	UBE2V1	7335	92.7176	94.5246
UBE2V1P1	UBE2V1P1	170556	0.898658	0.323207
UBE2V1P2	UBE2V1P2	730052	8.79817	7.0875
UBE2V2	UBE2V2	7336	81.0399	70.2872
UBE2W	UBE2W	55284	10.0436	10.1463
UBE2Z	UBE2Z	65264	46.8068	43.9523
UBE3A	UBE3A	7337	35.2335	29.8285
UBE3B	UBE3B	89910	17.5819	15.372
UBE3C	UBE3C	9690	24.2102	19.5708
UBE3D	UBE3D	90025	3.84818	3.37482
UBE4A	UBE4A	9354	3.36513	2.22484
UBE4B	UBE4B	10277	22.8868	21.0137
UBFD1	UBFD1	56061	32.446	28.6795
UBIAD1	UBIAD1	29914	10.0501	7.82007
UBL3	UBL3	5412	25.147	25.0255
UBL4A	UBL4A	8266	5.20878	5.96255
UBL5	UBL5	59286	226.469	384.082
UBL5P2	UBL5P2	100287215	4.63409	5.74828
UBL7	UBL7	84993	18.2578	25.7789
UBL7-AS1	UBL7-AS1	440288	3.08296	2.96509
UBLCP1	UBLCP1	134510	27.318	35.6254
UBN1	UBN1	29855	18.2282	15.8729
UBN2	UBN2	254048	5.41183	4.01903
UBOX5	UBOX5	22888	2.7362	2.92332
UBP1	UBP1	7342	39.0048	32.0849
UBQLN1	UBQLN1	29979	56.2101	51.6212
UBQLN2	UBQLN2	29978	28.3754	23.1614
UBQLN4	UBQLN4	56893	31.9653	28.5781
UBQLN4P1	UBQLN4P1	285329	2.54686	2.31064
UBQLNL	UBQLNL	143630	0.257568	0.249023
UBR1	UBR1	197131	7.86558	7.02441
UBR2	UBR2	23304	7.8303	7.60001
UBR3	UBR3	130507	12.3952	12.4164
UBR4	UBR4	23352	59.4708	71.7026
UBR5	UBR5	51366	54.8266	60.2923
UBR7	UBR7	55148	30.6617	26.524
UBTD1	UBTD1	80019	5.684	9.5056
UBTD2	UBTD2	92181	62.6644	48.9822
UBTF	UBTF	7343	46.4245	35.5321
UBXN1	UBXN1	51035	49.5609	69.155
UBXN10	UBXN10	127733	0.981536	1.07913
UBXN10-AS1	UBXN10-AS1	101928017	1.71966	2.83104
UBXN11	UBXN11	91544	8.82939	12.216
UBXN2A	UBXN2A	165324	18.7312	15.9332
UBXN2B	UBXN2B	137886	23.2626	20.9654
UBXN4	UBXN4	23190	62.0267	61.6333
UBXN6	UBXN6	80700	30.2176	34.6973
UBXN7	UBXN7	26043	15.9892	12.0279
UBXN7-AS1	UBXN7-AS1	100874034	0.92843	0.537087
UBXN8	UBXN8	7993	5.53784	5.49481
UCHL1	UCHL1	7345	267.867	391.852
UCHL3	UCHL3	7347	18.3096	18.252
UCHL5	UCHL5	51377	18.707	18.7993
UCK1	UCK1	83549	19.4336	20.7901
UCK2	UCK2	7371	17.5067	12.1337
UCKL1	UCKL1	54963	27.41	25.0732
UCN	UCN	7349	0.604569	1.69093
UCN2	UCN2	90226	0.141308	0.215846
UCP2	UCP2	7351	39.583	30.5261
UCP3	UCP3	7352	1.68259	1.2255
UEVLD	UEVLD	55293	10.6675	11.2397
UFC1	UFC1	51506	57.2927	78.0707
UFL1	UFL1	23376	11.1381	10.0996
UFM1	UFM1	51569	30.2635	32.4041
UFSP1	UFSP1	402682	0.227202	1.01573
UFSP2	UFSP2	55325	19.4923	23.4699
UGCG	UGCG	7357	5.97751	5.39276
UGDH	UGDH	7358	19.2681	19.4606
UGDH-AS1	UGDH-AS1	100885776	1.04498	1.10464
UGGT1	UGGT1	56886	28.4797	20.3206
UGGT2	UGGT2	55757	19.8266	12.9312
UGP2	UGP2	7360	54.1044	60.1647
UGT8	UGT8	7368	1.1143	0.523
UHMK1	UHMK1	127933	13.9416	12.2377
UHRF1	UHRF1	29128	37.7822	20.5583
UHRF1BP1	UHRF1BP1	54887	4.69772	4.11967
UHRF1BP1L	UHRF1BP1L	23074	8.40255	5.4742
UHRF2	UHRF2	115426	25.3529	20.5151
UIMC1	UIMC1	51720	18.9985	19.134
ULBP1	ULBP1	80329	0.324042	0.826003
ULBP2	ULBP2	80328	1.49569	1.61738
ULBP3	ULBP3	79465	2.51727	1.80365
ULK1	ULK1	8408	21.5178	17.9941
ULK2	ULK2	9706	7.89481	6.33333
ULK3	ULK3	25989	19.1984	17.3005
ULK4	ULK4	54986	2.83706	1.64522
ULK4P2	ULK4P2	100288380	1.80334	0.741264
ULK4P3	ULK4P3	89837	1.26361	1.12592
UMPS	UMPS	7372	15.6137	18.2392
UNC119	UNC119	9094	14.6776	20.8802
UNC119B	UNC119B	84747	42.2817	33.2355
UNC13A	UNC13A	23025	15.7304	7.95116
UNC13B	UNC13B	10497	19.3423	15.2496
UNC13C	UNC13C	440279	0.166167	0.209594
UNC13D	UNC13D	201294	0.392633	0.393926
UNC45A	UNC45A	55898	26.2652	31.1813
UNC50	UNC50	25972	36.9204	49.1139
UNC5A	UNC5A	90249	0.134606	0.138731
UNC5B	UNC5B	219699	0.290866	0.624878
UNC5B-AS1	UNC5B-AS1	728978	0.325216	0.651447
UNC5C	UNC5C	8633	2.3123	1.30758
UNC5CL	UNC5CL	222643	0.365319	0.69261
UNC5D	UNC5D	137970	9.0488	3.42395
UNC79	UNC79	57578	2.4915	2.02108
UNC80	UNC80	285175	6.73417	3.09528
UNC93B1	UNC93B1	81622	3.87389	4.40506
UNCX	UNCX	340260	0.711369	0.656863
UNG	UNG	7374	40.6789	32.8473
UNK	UNK	85451	25.7078	23.9499
UNKL	UNKL	64718	7.68697	10.3264
UPB1	UPB1	51733	0.23901	0.300049
UPF1	UPF1	5976	18.7287	19.0328
UPF2	UPF2	26019	13.1705	13.1045
UPF3A	UPF3A	65110	66.343	65.8392
UPF3AP1	UPF3AP1	147226	0.877792	0.916035
UPF3AP2	UPF3AP2	147150	1.18609	1.21239
UPF3AP3	UPF3AP3	100422343	0.236944	0.494913
UPF3B	UPF3B	65109	15.3777	22.1597
UPK2	UPK2	7379	0.188781	0.337644
UPK3B	UPK3B	105375355	0.041207	0.0479756
UPP1	UPP1	7378	8.37997	20.5921
UPRT	UPRT	139596	7.14671	7.61333
UQCC1	UQCC1	55245	24.7924	26.9572
UQCC2	UQCC2	84300	71.4685	105.968
UQCR10	UQCR10	29796	80.9327	116.784
UQCRB	UQCRB	7381	171.659	217.409
UQCRC1	UQCRC1	7384	95.0165	135.21
UQCRC2	UQCRC2	7385	82.6667	90.7626
UQCRFS1	UQCRFS1	7386	53.2608	72.0001
UQCRFS1P1	UQCRFS1P1	100128525	3.41016	4.99956
UQCRH	UQCRH	7388	191.072	277.982
UQCRQ	UQCRQ	27089	165.409	266.454
URAHP	URAHP	100130015	0.306494	0.158334
URB1	URB1	9875	4.18325	2.70786
URB2	URB2	9816	6.92987	4.60522
URGCP	URGCP	55665	10.1292	10.1671
URI1	URI1	8725	38.2333	36.1131
URM1	URM1	81605	53.7602	57.4194
UROD	UROD	7389	40.2055	55.3767
UROS	UROS	7390	27.8664	37.9375
USB1	USB1	79650	28.0764	25.7084
USE1	USE1	55850	13.5943	17.2465
USF1	USF1	7391	33.8204	42.2107
USF2	USF2	7392	44.9197	55.4672
USHBP1	USHBP1	83878	0.127713	0.0296948
USO1	USO1	8615	39.8158	44.9362
USP1	USP1	7398	45.8031	33.8264
USP10	USP10	9100	50.3014	39.2818
USP11	USP11	8237	68.3805	63.4037
USP12	USP12	219333	14.7492	10.8261
USP13	USP13	8975	8.96917	5.75986
USP14	USP14	9097	41.9409	39.2815
USP15	USP15	9958	21.2666	22.3237
USP16	USP16	10600	27.2723	25.414
USP18	USP18	11274	2.35038	2.39153
USP19	USP19	10869	19.6811	16.3202
USP2	USP2	9099	1.55537	2.33892
USP2-AS1	USP2-AS1	100499227	0.263619	0.136916
USP20	USP20	10868	10.6958	17.907
USP21	USP21	27005	21.9466	20.5771
USP22	USP22	23326	117.51	83.4297
USP24	USP24	23358	26.6852	15.1918
USP25	USP25	29761	8.17092	6.67624
USP28	USP28	57646	12.5937	12.3339
USP3	USP3	9960	28.1537	32.1616
USP3-AS1	USP3-AS1	100130855	1.48225	1.43808
USP30	USP30	84749	8.03093	8.76399
USP30-AS1	USP30-AS1	100131733	0.101152	0.268723
USP31	USP31	57478	4.88229	3.12827
USP32	USP32	84669	15.0209	11.6549
USP32P1	USP32P1	162632	0.0922371	0.196566
USP32P2	USP32P2	220594	0.183654	0.275676
USP32P3	USP32P3	347716	6.98012	4.80075
USP33	USP33	23032	34.8668	35.1522
USP34	USP34	9736	54.8299	58.8379
USP35	USP35	57558	5.28092	5.39669
USP36	USP36	57602	12.8443	9.23708
USP37	USP37	57695	7.31571	5.27427
USP38	USP38	84640	8.36112	6.44359
USP39	USP39	10713	43.4144	43.4415
USP4	USP4	7375	24.126	18.2657
USP40	USP40	55230	14.1259	16.0643
USP42	USP42	84132	9.19871	6.83029
USP43	USP43	124739	1.31848	0.8931
USP44	USP44	84101	1.45436	1.31995
USP45	USP45	85015	5.82885	4.81376
USP46	USP46	64854	13.901	11.6626
USP46-AS1	USP46-AS1	643783	2.39463	1.47469
USP47	USP47	55031	47.5953	44.7578
USP48	USP48	84196	32.9537	27.8455
USP49	USP49	25862	8.13267	4.86595
USP50	USP50	373509	0.1175	0.560139
USP51	USP51	158880	2.43906	2.86868
USP53	USP53	54532	1.16187	1.41897
USP54	USP54	159195	12.7305	11.2051
USP6	USP6	9098	0.106813	0.262061
USP6NL	USP6NL	9712	20.1239	14.7325
USP7	USP7	7874	58.4601	48.8729
USP8	USP8	9101	19.3432	18.8634
USP9X	USP9X	8239	36.8072	24.5669
USP9Y	USP9Y	8287	13.2276	16.7247
USPL1	USPL1	10208	10.7291	10.069
UST	UST	10090	13.9804	21.2528
UTP14A	UTP14A	10813	6.70996	8.94689
UTP14C	UTP14C	9724	14.3061	11.5088
UTP15	UTP15	84135	10.0975	8.17692
UTP18	UTP18	51096	24.1063	27.8608
UTP20	UTP20	27340	6.7866	3.84947
UTP23	UTP23	84294	8.26159	7.78633
UTP3	UTP3	57050	21.6255	24.4471
UTP6	UTP6	55813	28.6624	44.6028
UTRN	UTRN	7402	19.0271	9.47904
UTS2B	UTS2B	257313	0.124149	0.0640966
UTY	UTY	7404	6.51626	5.27752
UVRAG	UVRAG	7405	8.20954	7.33634
UVSSA	UVSSA	57654	12.8035	9.14347
UXS1	UXS1	80146	29.6689	18.4076
UXT	UXT	8409	42.797	60.1269
UXT-AS1	UXT-AS1	100133957	0.471679	0.272046
VAC14	VAC14	55697	15.5565	17.1139
VAC14-AS1	VAC14-AS1	100130894	0.185583	0.415488
VAMP1	VAMP1	6843	6.03507	5.73733
VAMP2	VAMP2	6844	35.5149	38.557
VAMP3	VAMP3	9341	46.0327	52.7853
VAMP4	VAMP4	8674	5.64589	4.75738
VAMP5	VAMP5	10791	3.81401	11.8311
VAMP7	VAMP7	6845	17.318	21.2444
VAMP8	VAMP8	8673	0.676041	0.951871
VANGL1	VANGL1	81839	4.54379	2.28246
VANGL2	VANGL2	57216	46.4748	40.1434
VAPA	VAPA	9218	127.018	131.475
VAPB	VAPB	9217	28.3343	25.6765
VASH1	VASH1	22846	16.492	12.4769
VASH2	VASH2	79805	9.81827	18.3335
VASN	VASN	114990	1.88079	1.818
VASP	VASP	7408	14.2356	15.4526
VAT1	VAT1	10493	54.0437	74.3823
VAT1L	VAT1L	57687	16.0313	24.7337
VAV2	VAV2	7410	18.8619	12.6286
VAV3	VAV3	10451	3.07264	1.59727
VBP1	VBP1	7411	1.19568	1.53952
VCAM1	VCAM1	7412	0.661341	1.25179
VCAN	VCAN	1462	89.0091	54.3486
VCL	VCL	7414	106.599	59.4893
VCP	VCP	7415	151.508	163.349
VCPIP1	VCPIP1	80124	3.72493	3.48788
VCPKMT	VCPKMT	79609	8.43521	8.61331
VDAC1	VDAC1	7416	91.3011	106.278
VDAC1P1	VDAC1P1	642585	4.37585	3.91517
VDAC1P6	VDAC1P6	359800	0.481066	0.368917
VDAC1P8	VDAC1P8	100310840	1.08829	1.20192
VDAC2	VDAC2	7417	70.4368	86.836
VDAC3	VDAC3	7419	100.285	123.606
VDAC3P1	VDAC3P1	341965	0.415479	0.123911
VDR	VDR	7421	0.300159	0.133435
VEGFA	VEGFA	7422	4.90556	5.50812
VEGFB	VEGFB	7423	32.3741	63.284
VEGFC	VEGFC	7424	0.55847	0.650196
VEPH1	VEPH1	79674	9.08167	11.6274
VEZF1	VEZF1	7716	72.2557	57.1807
VEZF1P1	VEZF1P1	647319	0.641341	0.422018
VEZT	VEZT	55591	44.6241	41.6543
VGF	VGF	7425	2.04405	13.5521
VGLL2	VGLL2	245806	0	0
VGLL3	VGLL3	389136	20.9746	7.49803
VGLL4	VGLL4	9686	43.9357	40.2176
VHL	VHL	7428	39.8293	31.8139
VILL	VILL	50853	0.318139	0.245584
VIM	VIM	7431	2275.42	2782.88
VIM-AS1	VIM-AS1	100507347	1.06089	1.77401
VIPAS39	VIPAS39	63894	10.5618	13.0443
VIPR1	VIPR1	7433	2.17456	0.895739
VIPR2	VIPR2	7434	0.0511295	0.164308
