	SYMBOL	ENTREZID	Ctrl_Fam.Veh.R1	Ctrl_Fam.Veh.R2
SNTA1	SNTA1	6640	5.12324	7.05096
SNTB1	SNTB1	6641	14.2711	22.9576
SNTB2	SNTB2	6645	5.40349	3.6959
SNTG1	SNTG1	54212	4.49151	7.45879
SNTG2	SNTG2	54221	0.0282272	0
SNUPN	SNUPN	10073	21.1798	23.9469
SNW1	SNW1	22938	41.8709	30.3838
SNX1	SNX1	6642	60.3674	59.8167
SNX10	SNX10	29887	2.49494	0.270207
SNX11	SNX11	29916	15.1508	14.394
SNX12	SNX12	29934	32.5843	30.9889
SNX13	SNX13	23161	12.5078	11.7536
SNX14	SNX14	57231	45.6334	33.0177
SNX15	SNX15	29907	16.1574	14.0742
SNX16	SNX16	64089	5.08496	3.0514
SNX17	SNX17	9784	61.2676	69.0365
SNX18	SNX18	112574	9.28853	9.24434
SNX18P15	SNX18P15	100419019	0.084865	0.276548
SNX18P16	SNX18P16	100419020	0.129285	0.569407
SNX18P3	SNX18P3	100418975	0.0294594	0.0314657
SNX18P4	SNX18P4	100418976	0.14414	0
SNX18P9	SNX18P9	644576	0.0713974	0.231706
SNX19	SNX19	399979	20.1951	23.2936
SNX2	SNX2	6643	38.2092	34.8637
SNX21	SNX21	90203	7.93621	13.0237
SNX22	SNX22	79856	1.92668	2.97527
SNX24	SNX24	28966	16.6889	25.1597
SNX25	SNX25	83891	5.82477	4.61602
SNX25P1	SNX25P1	100419028	0	0.154746
SNX27	SNX27	81609	13.1621	12.303
SNX29	SNX29	92017	3.16056	3.78216
SNX3	SNX3	8724	192.623	171.439
SNX30	SNX30	401548	4.72044	3.61106
SNX32	SNX32	254122	6.11667	7.59135
SNX33	SNX33	257364	11.0599	8.89423
SNX4	SNX4	8723	31.2206	25.625
SNX5	SNX5	27131	78.1272	71.0041
SNX6	SNX6	58533	47.7028	41.8057
SNX6P1	SNX6P1	126506	0.0444783	0.0954466
SNX7	SNX7	51375	21.0076	30.217
SNX8	SNX8	29886	5.41933	8.0601
SNX9	SNX9	51429	15.4543	14.6044
SOAT1	SOAT1	6646	11.6448	10.107
SOBP	SOBP	55084	8.07323	7.19132
SOCS1	SOCS1	8651	0.577658	0.619815
SOCS2	SOCS2	8835	23.7845	20.8964
SOCS2-AS1	SOCS2-AS1	144481	2.83994	2.7373
SOCS3	SOCS3	9021	26.1222	23.4926
SOCS4	SOCS4	122809	17.6644	12.6672
SOCS5	SOCS5	9655	9.42962	6.07786
SOCS5P4	SOCS5P4	100132415	0.200431	0.178613
SOCS6	SOCS6	9306	14.9677	10.6279
SOCS7	SOCS7	30837	0	0
SOD1	SOD1	6647	228.036	225.518
SOD2	SOD2	6648	25.5106	23.3767
SOD3	SOD3	6649	0.275256	0.736102
SOGA1	SOGA1	140710	11.4115	12.9417
SOHLH2	SOHLH2	54937	0.500675	0.321935
SON	SON	6651	132.724	126.877
SORBS1	SORBS1	10580	35.4291	38.0234
SORBS2	SORBS2	8470	53.8974	75.6024
SORBS3	SORBS3	10174	39.0973	54.4671
SORCS1	SORCS1	114815	2.40449	4.67255
SORCS2	SORCS2	57537	14.1704	25.043
SORCS3	SORCS3	22986	2.12762	3.50967
SORD	SORD	6652	13.1671	19.0257
SORL1	SORL1	6653	5.23225	5.90763
SORT1	SORT1	6272	62.7261	80.0002
SOS1	SOS1	6654	12.0999	9.8602
SOS1-IT1	SOS1-IT1	100505911	2.46067	2.51543
SOS2	SOS2	6655	14.7643	15.8953
SOSTDC1	SOSTDC1	25928	0.301055	0.350569
SOWAHB	SOWAHB	345079	0.0672693	0.143156
SOWAHC	SOWAHC	65124	10.5859	8.8821
SOWAHD	SOWAHD	347454	0.164276	0.140514
SOX1	SOX1	6656	16.8525	20.6936
SOX10	SOX10	6663	0.339374	0.127838
SOX11	SOX11	6664	41.0957	32.7965
SOX12	SOX12	6666	40.2283	34.6049
SOX13	SOX13	9580	12.7156	14.8084
SOX15	SOX15	6665	1.08464	1.56033
SOX2	SOX2	6657	250.277	205.092
SOX2-OT	SOX2-OT	347689	8.65302	13.6353
SOX21	SOX21	11166	30.9475	35.835
SOX21-AS1	SOX21-AS1	100507533	8.60049	12.8831
SOX3	SOX3	6658	5.09689	4.91554
SOX30	SOX30	11063	0.0638101	0.0387148
SOX4	SOX4	6659	45.7261	52.2563
SOX5	SOX5	6660	5.16966	7.45402
SOX6	SOX6	55553	13.2899	18.4891
SOX7	SOX7	83595	0.242826	0.129127
SOX8	SOX8	30812	21.7136	23.0427
SOX9	SOX9	6662	119.497	103.252
SOX9-AS1	SOX9-AS1	400618	8.15641	6.78109
SP1	SP1	6667	18.2079	15.4419
SP100	SP100	6672	3.08908	3.48891
SP110	SP110	3431	6.43291	8.42678
SP140	SP140	11262	0.0339379	0.259542
SP140L	SP140L	93349	2.20111	1.85297
SP2	SP2	6668	9.0531	10.984
SP3	SP3	6670	34.9178	29.5759
SP4	SP4	6671	4.9598	3.87397
SP5	SP5	389058	0.0249302	0
SP8	SP8	221833	1.14134	0.481699
SP9	SP9	100131390	0.777225	1.28477
SPA17	SPA17	53340	14.1761	13.4329
SPACA4	SPACA4	171169	0.117857	0.0635054
SPACA6P-AS	SPACA6P-AS	102238594	0.182599	0.15522
SPAG1	SPAG1	6674	1.36448	1.87877
SPAG16	SPAG16	79582	16.8527	22.8517
SPAG17	SPAG17	200162	0.028581	0
SPAG4	SPAG4	6676	0.177459	0.374478
SPAG5	SPAG5	10615	35.1704	33.382
SPAG5-AS1	SPAG5-AS1	100506436	3.26184	3.09933
SPAG6	SPAG6	9576	0	0.0750868
SPAG7	SPAG7	9552	66.4284	62.3213
SPAG8	SPAG8	26206	1.39631	2.33985
SPAG9	SPAG9	9043	69.1121	75.2549
SPARC	SPARC	6678	1753.91	1878.23
SPARCL1	SPARCL1	8404	52.8152	34.3633
SPAST	SPAST	6683	13.8771	10.8344
SPATA1	SPATA1	100505741	2.09203	2.33671
SPATA13	SPATA13	221178	55.7332	37.0267
SPATA17	SPATA17	128153	2.93404	1.11245
SPATA18	SPATA18	132671	5.19578	7.71422
SPATA2	SPATA2	9825	4.07407	3.70204
SPATA20	SPATA20	64847	12.6182	17.8639
SPATA24	SPATA24	202051	6.55421	7.55506
SPATA25	SPATA25	128497	2.68153	0.705344
SPATA2L	SPATA2L	124044	12.5707	12.252
SPATA33	SPATA33	124045	8.9794	9.92127
SPATA4	SPATA4	132851	0.023867	0.302693
SPATA5	SPATA5	166378	2.52996	2.25172
SPATA5L1	SPATA5L1	79029	11.0868	9.78455
SPATA6	SPATA6	54558	20.0686	39.3352
SPATA6L	SPATA6L	55064	1.42654	1.1042
SPATA7	SPATA7	55812	7.36411	7.99013
SPATA9	SPATA9	83890	0.630177	0.271364
SPATC1L	SPATC1L	84221	8.36879	10.6017
SPATS2	SPATS2	65244	24.7879	18.9639
SPATS2L	SPATS2L	26010	86.3556	89.431
SPC24	SPC24	147841	13.0797	18.8533
SPC25	SPC25	57405	0.750522	0.634789
SPCS1	SPCS1	28972	122.118	113.06
SPCS2	SPCS2	9789	104.722	90.8515
SPCS2P4	SPCS2P4	653566	18.7699	22.3666
SPCS3	SPCS3	60559	37.3672	28.6385
SPDL1	SPDL1	54908	26.4244	21.6917
SPDYA	SPDYA	245711	3.56828	2.11523
SPDYE1	SPDYE1	285955	0.0584177	0.311652
SPDYE2	SPDYE2	441273	0.27706	1.128
SPDYE2B	SPDYE2B	100310812	0.226033	0.84423
SPDYE3	SPDYE3	441272	3.1457	3.44551
SPDYE6	SPDYE6	729597	0.121157	0.454631
SPECC1	SPECC1	92521	39.256	41.4679
SPECC1L	SPECC1L	23384	17.6544	20.6916
SPEF1	SPEF1	25876	0.54142	0.288116
SPEF2	SPEF2	79925	0.816019	1.59656
SPEG	SPEG	10290	37.3671	81.826
SPEM1	SPEM1	374768	0.290539	0.0626162
SPEN	SPEN	23013	16.7088	17.1792
SPG11	SPG11	80208	24.0232	24.7677
SPG21	SPG21	51324	47.5031	45.1447
SPG7	SPG7	6687	55.6685	64.1416
SPHK1	SPHK1	8877	4.04317	3.49319
SPHK2	SPHK2	56848	18.8757	25.1268
SPIB	SPIB	6689	0.121437	0.013552
SPICE1	SPICE1	152185	3.07599	4.75148
SPIDR	SPIDR	23514	13.0576	21.3936
SPIN1	SPIN1	10927	38.2849	34.3645
SPIN2A	SPIN2A	54466	0.0418232	0.0651281
SPIN2B	SPIN2B	474343	3.09384	5.06183
SPIN3	SPIN3	169981	5.8231	5.63534
SPINT1	SPINT1	6692	0.576432	1.45712
SPINT2	SPINT2	10653	1.49537	1.69012
SPIRE1	SPIRE1	56907	30.3751	23.4443
SPIRE2	SPIRE2	84501	7.53682	8.11868
SPNS1	SPNS1	83985	32.8589	34.623
SPNS2	SPNS2	124976	0.226967	0.540859
SPOCD1	SPOCD1	90853	16.2943	18.1469
SPOCK1	SPOCK1	6695	26.1193	22.4949
SPOCK2	SPOCK2	9806	10.5172	11.4483
SPOCK3	SPOCK3	50859	0.244446	0
SPON1	SPON1	10418	1.10432	0.259417
SPON2	SPON2	10417	15.3742	15.4813
SPOP	SPOP	8405	29.6137	27.4065
SPOPL	SPOPL	339745	4.77523	2.93476
SPP1	SPP1	6696	146.828	114.251
SPPL2A	SPPL2A	84888	25.6927	21.2929
SPPL2B	SPPL2B	56928	29.0235	48.4164
SPPL3	SPPL3	121665	23.3605	24.5781
SPR	SPR	6697	2.1738	1.52536
SPRED1	SPRED1	161742	27.8341	26.9121
SPRED2	SPRED2	200734	44.7141	24.1844
SPRED3	SPRED3	399473	8.30588	9.85684
SPRN	SPRN	503542	6.02	9.07408
SPRTN	SPRTN	83932	10.676	8.24275
SPRY1	SPRY1	10252	125.07	109.524
SPRY2	SPRY2	10253	142.357	146.783
SPRY3	SPRY3	10251	1.70007	1.71447
SPRY4	SPRY4	81848	57.2715	79.2839
SPRYD3	SPRYD3	84926	9.61583	13.0735
SPRYD4	SPRYD4	283377	2.86101	4.46094
SPRYD7	SPRYD7	57213	4.87657	3.78839
SPSB1	SPSB1	80176	7.52564	2.7307
SPSB3	SPSB3	90864	13.3666	15.1341
SPSB4	SPSB4	92369	21.4189	22.0408
SPTAN1	SPTAN1	6709	41.9049	66.8096
SPTB	SPTB	6710	0.186164	0.384104
SPTBN1	SPTBN1	6711	71.9813	73.2803
SPTBN2	SPTBN2	6712	10.3777	12.9107
SPTBN4	SPTBN4	57731	0.751113	0.640767
SPTBN5	SPTBN5	51332	0.633887	0.468115
SPTLC1	SPTLC1	10558	34.4789	35.246
SPTLC1P1	SPTLC1P1	100874511	10.6303	13.6748
SPTLC2	SPTLC2	9517	9.14036	9.68753
SPTLC3	SPTLC3	55304	0.49032	0.160873
SPTSSA	SPTSSA	171546	41.4562	40.1934
SPTSSB	SPTSSB	165679	1.32872	0.807064
SPTY2D1	SPTY2D1	144108	7.41192	5.72709
SQLE	SQLE	6713	90.0436	99.3914
SQSTM1	SQSTM1	8878	121.327	96.0403
SRA1	SRA1	10011	33.3688	35.1229
SRBD1	SRBD1	55133	9.98205	10.0546
SRC	SRC	6714	13.7321	15.9332
SRCAP	SRCAP	10847	12.1129	19.1777
SRCIN1	SRCIN1	80725	1.48749	3.87767
SRD5A1	SRD5A1	6715	25.6252	27.4615
SRD5A1P1	SRD5A1P1	6719	0.154579	0.33504
SRD5A3	SRD5A3	79644	7.57591	6.50283
SRD5A3-AS1	SRD5A3-AS1	100506462	1.58403	1.79197
SREBF1	SREBF1	6720	12.8302	51.2347
SREBF2	SREBF2	6721	61.1471	92.129
SREK1	SREK1	140890	51.5602	45.4386
SREK1IP1	SREK1IP1	285672	6.79506	5.53581
SRF	SRF	6722	11.1641	20.7408
SRFBP1	SRFBP1	153443	5.85831	6.33765
SRGAP1	SRGAP1	57522	5.25388	10.5595
SRGAP2	SRGAP2	23380	7.75877	17.7734
SRGAP3	SRGAP3	9901	22.8997	21.6901
SRGAP3-AS3	SRGAP3-AS3	100288831	0.244818	0.1345
SRI	SRI	6717	244.545	242.473
SRM	SRM	6723	51.4416	47.5117
SRP14	SRP14	6727	234.283	255.893
SRP14-AS1	SRP14-AS1	100131089	2.78082	2.13061
SRP19	SRP19	6728	62.2683	59.1051
SRP54	SRP54	6729	44.6282	44.8387
SRP68	SRP68	6730	37.0338	37.852
SRP72	SRP72	6731	58.7459	56.2172
SRP72P2	SRP72P2	153932	0.0985448	0
SRP9	SRP9	6726	253.433	279.041
SRP9P1	SRP9P1	653226	12.4816	9.3417
SRPK1	SRPK1	6732	19.2361	22.158
SRPK2	SRPK2	6733	38.1721	31.5452
SRPRB	SRPRB	58477	39.7102	30.6947
SRPX	SRPX	8406	22.369	14.1632
SRPX2	SRPX2	27286	9.72944	5.60529
SRR	SRR	63826	19.7615	21.7222
SRRD	SRRD	402055	17.3519	14.8671
SRRM1	SRRM1	10250	39.2736	36.334
SRRM2	SRRM2	23524	207.56	383.012
SRRM2-AS1	SRRM2-AS1	100128788	0.520273	0.855955
SRRM4	SRRM4	84530	0.0443129	0.0822364
SRRM5	SRRM5	100170229	0.779621	0.598301
SRRT	SRRT	51593	84.7095	97.1623
SRSF1	SRSF1	6426	170.318	150.344
SRSF11	SRSF11	9295	129.038	118.458
SRSF12	SRSF12	135295	6.34399	7.47056
SRSF2	SRSF2	6427	124.299	147.033
SRSF3	SRSF3	6428	167.362	99.1994
SRSF4	SRSF4	6429	67.2016	67.4729
SRSF5	SRSF5	6430	148.931	199.199
SRSF6	SRSF6	6431	71.6459	128.911
SRSF7	SRSF7	6432	78.6708	81.8745
SRSF9	SRSF9	8683	188.366	195.594
SRSF9P1	SRSF9P1	54021	0.135761	0.299549
SRXN1	SRXN1	140809	22.7826	13.0817
SRY	SRY	6736	0	0
SS18	SS18	6760	49.6635	37.6436
SS18L1	SS18L1	26039	17.0787	14.2551
SS18L2	SS18L2	51188	25.3524	22.9704
SSB	SSB	6741	128.588	107.762
SSBP1	SSBP1	6742	37.7797	39.8895
SSBP2	SSBP2	23635	35.1033	47.8047
SSBP3	SSBP3	23648	30.8684	23.879
SSBP3-AS1	SSBP3-AS1	619518	0.384827	0.650914
SSBP4	SSBP4	170463	48.4602	53.1051
SSC5D	SSC5D	284297	2.59982	4.36118
SSH1	SSH1	54434	8.49059	12.0238
SSH2	SSH2	85464	4.47603	4.3164
SSH3	SSH3	54961	2.37497	2.3188
SSNA1	SSNA1	8636	41.8084	49.8382
SSPN	SSPN	8082	5.46844	9.11701
SSPO	SSPO	23145	2.78525	3.26624
SSR1	SSR1	6745	72.6367	55.9091
SSR2	SSR2	6746	172.897	174.621
SSR3	SSR3	6747	74.734	72.3305
SSR4	SSR4	6748	3.54979	46.2832
SSR4P1	SSR4P1	728039	0.431977	0.929288
SSRP1	SSRP1	6749	75.3242	82.7901
SST	SST	6750	0	0
SSTR2	SSTR2	6752	0.520326	0.281635
SSU72	SSU72	29101	85.8462	73.3914
SSUH2	SSUH2	51066	0.459513	0.0797133
SSX2IP	SSX2IP	117178	16.0304	10.533
ST13	ST13	6767	147.885	145.413
ST13P13	ST13P13	401648	0.663047	0.383831
ST13P15	ST13P15	100422603	1.10369	0.862722
ST13P18	ST13P18	643310	2.14403	1.361
ST13P19	ST13P19	100131961	3.94016	3.65159
ST13P20	ST13P20	729828	0	0
ST13P3	ST13P3	144638	1.80012	0.698636
ST13P4	ST13P4	145165	4.27955	3.56013
ST13P5	ST13P5	144106	1.25008	0.859859
ST13P6	ST13P6	157530	14.8409	13.3553
ST18	ST18	9705	0.00765507	0.0568711
ST20	ST20	400410	11.2579	11.3115
ST20-MTHFS	ST20-MTHFS	100528021	2.80824	0
ST3GAL1	ST3GAL1	6482	4.06099	2.6748
ST3GAL1P1	ST3GAL1P1	100421804	0.11169	0.240504
ST3GAL2	ST3GAL2	6483	19.0631	19.7736
ST3GAL3	ST3GAL3	6487	9.11967	12.6912
ST3GAL4	ST3GAL4	6484	15.5617	19.0921
ST3GAL5	ST3GAL5	8869	20.8301	26.1201
ST3GAL6	ST3GAL6	10402	2.12013	1.99761
ST3GAL6-AS1	ST3GAL6-AS1	100874207	0	0.10492
ST6GAL1	ST6GAL1	6480	4.47137	4.71225
ST6GAL2	ST6GAL2	84620	3.892	0.65733
ST6GALNAC2	ST6GALNAC2	10610	0.208274	0.111573
ST6GALNAC3	ST6GALNAC3	256435	2.82758	3.2378
ST6GALNAC4	ST6GALNAC4	27090	6.32622	9.39842
ST6GALNAC4P1	ST6GALNAC4P1	100874524	0.448149	0.165477
ST6GALNAC5	ST6GALNAC5	81849	43.0978	70.8183
ST6GALNAC6	ST6GALNAC6	30815	24.2473	22.7119
ST7	ST7	7982	6.87674	7.13647
ST7-AS1	ST7-AS1	93653	2.57869	2.87533
ST7-OT4	ST7-OT4	338069	0.263818	0.542869
ST7L	ST7L	54879	10.2399	12.0308
ST8SIA1	ST8SIA1	6489	22.1958	21.7447
ST8SIA2	ST8SIA2	8128	10.9701	13.7163
ST8SIA3	ST8SIA3	51046	10.5127	3.74704
ST8SIA4	ST8SIA4	7903	3.85847	5.14629
ST8SIA5	ST8SIA5	29906	3.56323	8.23089
STAC	STAC	6769	0.956069	0.509294
STAC2	STAC2	342667	0.447607	0.309911
STAC3	STAC3	246329	1.47323	0.775634
STAG1	STAG1	10274	14.3168	12.1854
STAG2	STAG2	10735	33.3975	25.1817
STAG3	STAG3	10734	7.29653	8.83392
STAG3L1	STAG3L1	54441	1.3589	3.45167
STAG3L2	STAG3L2	442582	2.50278	2.95175
STAG3L4	STAG3L4	64940	5.76478	5.36679
STAG3L5P	STAG3L5P	101735302	10.5889	24.4007
STAG3L5P-PVRIG2P-PILRB	STAG3L5P-PVRIG2P-PILRB	101752399	4.03286	8.91005
STAM	STAM	8027	3.21071	0.470387
STAM2	STAM2	10254	12.0701	9.77025
STAMBP	STAMBP	10617	33.3798	41.4048
STAMBPL1	STAMBPL1	57559	1.10953	0.229768
STAP2	STAP2	55620	0.951675	1.65743
STAR	STAR	6770	0.0959004	0.186696
STARD10	STARD10	10809	4.71766	3.28808
STARD13	STARD13	90627	5.11067	5.00367
STARD13-AS	STARD13-AS	100874241	0	0.378189
STARD3	STARD3	10948	25.8982	42.1816
STARD3NL	STARD3NL	83930	69.636	66.7993
STARD4	STARD4	134429	27.6828	24.5329
STARD4-AS1	STARD4-AS1	100505678	7.62114	10.2073
STARD5	STARD5	80765	0.73286	0.460248
STARD6	STARD6	147323	0.545321	0
STARD7	STARD7	56910	71.2238	64.9398
STARD7-AS1	STARD7-AS1	285033	2.24297	1.8083
STARD8	STARD8	9754	0.405397	0.39926
STARD9	STARD9	57519	7.38048	12.9761
STAT1	STAT1	6772	25.9308	29.7538
STAT2	STAT2	6773	50.2646	84.3043
STAT3	STAT3	6774	88.2766	87.4968
STAT4	STAT4	6775	0.46016	0.278809
STAT5A	STAT5A	6776	0.285942	0.321276
STAT5B	STAT5B	6777	14.0007	17.3043
STAT6	STAT6	6778	1.85764	0.705095
STAU1	STAU1	6780	42.7246	39.8345
STAU2	STAU2	27067	38.1778	34.3606
STC1	STC1	6781	9.77301	18.6437
STC2	STC2	8614	3.40903	1.23242
STEAP1	STEAP1	26872	0.491354	0.28645
STEAP1B	STEAP1B	256227	0.709591	0.196888
STEAP2	STEAP2	261729	0.193002	0.174433
STEAP3	STEAP3	55240	10.4599	12.7174
STIL	STIL	6491	6.33877	6.33221
STIM1	STIM1	6786	21.6752	33.5501
STIM2	STIM2	57620	53.2502	58.0508
STIP1	STIP1	10963	140.206	104.356
STK10	STK10	6793	8.04146	11.4715
STK11	STK11	6794	23.9409	24.1492
STK11IP	STK11IP	114790	19.3862	29.6672
STK16	STK16	8576	16.8315	23.7552
STK17A	STK17A	9263	101.278	74.3342
STK17B	STK17B	9262	3.9055	4.33433
STK24	STK24	8428	45.2464	40.5857
STK24-AS1	STK24-AS1	100874069	0.633993	0.362555
STK25	STK25	10494	88.8089	115.181
STK3	STK3	6788	12.7853	12.2549
STK31	STK31	56164	0.338161	0.100989
STK32A	STK32A	202374	3.93845	2.61842
STK32B	STK32B	55351	9.352	11.6282
STK32C	STK32C	282974	10.8335	11.2259
STK33	STK33	65975	24.5371	25.1092
STK35	STK35	140901	7.16008	5.97592
STK36	STK36	27148	37.2855	58.4667
STK38	STK38	11329	20.6955	18.1216
STK38L	STK38L	23012	10.5359	12.7218
STK39	STK39	27347	24.9369	24.2789
STK4	STK4	6789	9.50165	8.64405
STK4-AS1	STK4-AS1	100505826	0.147026	0.104536
STK40	STK40	83931	32.4742	20.6603
STMN1	STMN1	3925	435.657	502.068
STMN2	STMN2	11075	1.19768	0.361304
STMN3	STMN3	50861	69.6558	91.4523
STMN4	STMN4	81551	13.9902	22.0729
STOM	STOM	2040	6.99924	5.73489
STOML1	STOML1	9399	6.13621	8.82025
STOML2	STOML2	30968	56.6648	66.6955
STOML3	STOML3	161003	0.355982	0.0813749
STON1	STON1	11037	7.25274	5.08628
STON1-GTF2A1L	STON1-GTF2A1L	286749	0	0.0207412
STON2	STON2	85439	3.73701	4.4208
STOX1	STOX1	219736	0.707514	1.95672
STOX2	STOX2	56977	6.80543	4.61422
STPG1	STPG1	90529	1.78637	3.06669
STRA6	STRA6	64220	6.56313	2.63796
STRADA	STRADA	92335	41.782	49.1552
STRADB	STRADB	55437	37.1951	35.4167
STRADBP1	STRADBP1	389599	0.252898	0.271158
STRAP	STRAP	11171	145.882	137.425
STRBP	STRBP	55342	12.7824	13.0117
STRIP1	STRIP1	85369	18.4891	24.9304
STRIP2	STRIP2	57464	4.24472	6.02293
STRN	STRN	6801	7.95739	6.0694
STRN3	STRN3	29966	19.0818	18.0213
STRN4	STRN4	29888	45.166	48.7622
STS	STS	412	1.93604	2.79271
STT3A	STT3A	3703	84.9003	92.1551
STT3B	STT3B	201595	59.6062	50.1437
STUB1	STUB1	10273	44.2691	61.9771
STX10	STX10	8677	31.4091	35.8994
STX11	STX11	8676	0.0794065	0
STX12	STX12	23673	29.9951	33.008
STX16	STX16	8675	38.0508	41.0077
STX16-NPEPL1	STX16-NPEPL1	100534593	4.59995	6.18613
STX17	STX17	55014	6.40786	7.33275
STX18	STX18	53407	20.0791	21.6768
STX18-AS1	STX18-AS1	100507266	0.985592	0.898101
STX1A	STX1A	6804	4.54969	5.21908
STX1B	STX1B	112755	5.228	5.21062
STX2	STX2	2054	22.8082	23.7624
STX3	STX3	6809	0.964334	0.38196
STX4	STX4	6810	29.7336	31.8188
STX5	STX5	6811	21.7274	18.811
STX6	STX6	10228	22.747	16.64
STX7	STX7	8417	13.2022	9.57014
STX8	STX8	9482	37.6433	52.7762
STXBP1	STXBP1	6812	16.2478	16.3949
STXBP2	STXBP2	6813	0.823333	1.01237
STXBP3	STXBP3	6814	33.821	36.7037
STXBP4	STXBP4	252983	2.96559	3.15742
STXBP5	STXBP5	134957	2.07865	1.23043
STXBP5-AS1	STXBP5-AS1	729178	0.108694	0.0891276
STXBP5L	STXBP5L	9515	1.09462	1.56745
STXBP6	STXBP6	29091	0.233486	0.480548
STYX	STYX	6815	10.4	9.22127
STYXL1	STYXL1	51657	3.23399	2.09155
SUB1	SUB1	10923	286.296	250.492
SUB1P1	SUB1P1	728938	1.43159	0
SUB1P3	SUB1P3	106480442	1.77637	2.90965
SUCLA2	SUCLA2	8803	29.318	29.263
SUCLG1	SUCLG1	8802	57.4549	67.8194
SUCLG2	SUCLG2	8801	28.1627	26.8508
SUCLG2P2	SUCLG2P2	283398	0.623653	0.178284
SUCO	SUCO	51430	32.0954	30.5637
SUDS3	SUDS3	64426	15.9552	14.4201
SUDS3P1	SUDS3P1	285647	1.77928	2.493
SUFU	SUFU	51684	8.14038	8.21321
SUGCT	SUGCT	79783	3.02687	2.93544
SUGP1	SUGP1	57794	20.869	29.2933
SUGP2	SUGP2	10147	57.7206	79.2379
SUGT1	SUGT1	10910	51.9379	36.4074
SUGT1P2	SUGT1P2	728706	0.459057	0.309063
SUGT1P3	SUGT1P3	283507	0.286136	0.114987
SULF1	SULF1	23213	3.95689	0.237573
SULF2	SULF2	55959	20.067	13.9535
SULT1A1	SULT1A1	6817	0.620261	0.341227
SULT1A3	SULT1A3	6818	0.347378	1.55697
SULT1A4	SULT1A4	445329	6.40605	0.216469
SULT1C4	SULT1C4	27233	4.67051	7.8744
SULT1E1	SULT1E1	6783	0.128791	0
SULT2B1	SULT2B1	6820	0	0.0952543
SULT4A1	SULT4A1	25830	2.99551	4.53195
SUMF1	SUMF1	285362	15.2161	21.2803
SUMF2	SUMF2	25870	65.9486	70.0335
SUMO1	SUMO1	7341	135.481	113.246
SUMO1P3	SUMO1P3	474338	7.69947	2.72111
SUMO1P4	SUMO1P4	101290502	1.17258	0
SUMO2	SUMO2	6613	139.064	149.269
SUMO2P17	SUMO2P17	100128010	1.03683	0.182633
SUMO2P3	SUMO2P3	652489	27.5331	9.89597
SUMO2P6	SUMO2P6	100127922	3.05923	1.56252
SUMO3	SUMO3	6612	44.5151	61.1179
SUMO4	SUMO4	387082	1.30914	0.814747
SUN1	SUN1	23353	46.1018	52.209
SUN2	SUN2	25777	26.5497	27.5607
SUOX	SUOX	6821	11.6491	15.1555
SUPT16H	SUPT16H	11198	50.4258	52.6222
SUPT20H	SUPT20H	55578	34.5358	33.2921
SUPT3H	SUPT3H	8464	9.1567	10.729
SUPT4H1	SUPT4H1	6827	47.6836	50.8394
SUPT5H	SUPT5H	6829	58.2092	85.5892
SUPT6H	SUPT6H	6830	30.1695	41.7809
SUPT7L	SUPT7L	9913	21.1934	24.2754
SUPV3L1	SUPV3L1	6832	17.0684	19.2927
SURF1	SURF1	6834	0.203787	5.14847
SURF2	SURF2	6835	0.211886	0.229178
SURF4	SURF4	6836	0.704275	0.953302
SURF6	SURF6	6838	0.0595269	0.0422648
SUSD1	SUSD1	64420	3.94131	10.2864
SUSD2	SUSD2	56241	0.73518	0.553371
SUSD3	SUSD3	203328	0.0830217	0
SUSD4	SUSD4	55061	5.4421	2.42394
SUSD5	SUSD5	26032	4.13705	3.22948
SUV39H1	SUV39H1	6839	1.40445	0.74745
SUV39H2	SUV39H2	79723	19.0129	17.8523
SUZ12	SUZ12	23512	17.8258	15.3363
SV2A	SV2A	9900	0.186219	0.180139
SV2C	SV2C	22987	0.164853	0
SVEP1	SVEP1	79987	1.1075	1.12352
SVIL	SVIL	6840	37.4878	50.9204
SVIP	SVIP	258010	15.6613	9.30249
SVOP	SVOP	55530	0.0472811	0
SWAP70	SWAP70	23075	24.9117	20.5104
SWI5	SWI5	375757	26.2439	27.4517
SWSAP1	SWSAP1	126074	0.548195	0.539755
SWT1	SWT1	54823	4.21339	3.23087
SYAP1	SYAP1	94056	13.5817	14.3932
SYBU	SYBU	55638	8.61708	12.9437
SYCE1L	SYCE1L	100130958	8.76018	8.35455
SYCE2	SYCE2	256126	0.918016	1.18724
SYCE3	SYCE3	644186	3.10824	6.19151
SYCP2	SYCP2	10388	0.109796	0.0552981
SYCP2L	SYCP2L	221711	0.775823	0.638014
SYCP3	SYCP3	50511	0.20234	0.397634
SYDE1	SYDE1	85360	8.81696	13.1609
SYDE2	SYDE2	84144	0.0517583	0.0274695
SYF2	SYF2	25949	36.6804	27.6475
SYMPK	SYMPK	8189	26.3059	29.2623
SYN1	SYN1	6853	0.827613	0.55307
SYN2	SYN2	6854	0.31593	0.440603
SYN3	SYN3	8224	0.0321173	0
SYNC	SYNC	81493	8.93524	14.4956
SYNCRIP	SYNCRIP	10492	69.5671	61.1123
SYNDIG1	SYNDIG1	79953	9.17904	8.72396
SYNE1	SYNE1	23345	10.9069	11.5516
SYNE1-AS1	SYNE1-AS1	100505475	0	0
SYNE2	SYNE2	23224	12.1135	17.5667
SYNE3	SYNE3	161176	0.346695	1.28186
