SYMBOL,ENTREZID,Control 1a C1A_NA,Control 1b C1B_NA,Control 2a C2A_NA,Control 2b C2B_NA,Control 3a C3a_NA,Control 3b C3b_NA,Control 4a C4a_NA,Tissue (HPA),Cell type (HPA),Level (HPA),Reliability (HPA)
RPS4XP2,92507,0.0556137,0.0588453,0.290885,0.357819,0.23566,0.0836932,0,NA,NA,NA,NA
RPS4XP22,100131614,27.8059,27.4361,32.4186,33.6586,27.6294,29.5227,30.3273,NA,NA,NA,NA
RPS4XP3,128580,0.621462,0.49318,0.325053,0.499703,0.878,0.233862,0.402161,NA,NA,NA,NA
RPS4XP6,391777,1.49149,2.39646,2.02253,1.3032,1.71657,2.57707,1.28718,NA,NA,NA,NA
RPS4XP7,442162,0.113725,0.180501,0.178451,0.243903,0.0803179,0.171146,0,NA,NA,NA,NA
RPS4XP8,646269,0.173283,0.183352,0.0604232,0.0619387,0,0.17385,0,NA,NA,NA,NA
RPS4Y1,6192,261.047,275.959,310.01,340.698,293.381,283.874,303.007,NA,NA,NA,NA
RPS4Y2,140032,7.07489,2.59357,7.28444,1.37396,7.63258,5.7846,7.57207,NA,NA,NA,NA
RPS5,6193,656.809,673.926,666.442,618.947,708.306,763.458,822.179,cerebral-cortex,glial-cells,Low,Enhanced
RPS6,6194,1142.08,1204.27,1274.14,1219.11,1163.5,1268.69,1156.99,cerebral-cortex,glial-cells,Medium,Approved
RPS6KA1,6195,2.39608,2.68178,7.03078,4.69485,5.53384,5.16555,5.39332,cerebral-cortex,glial-cells,Medium,Enhanced
RPS6KA2,6196,22.6304,20.7329,27.4976,22.7733,10.3763,10.358,12.3955,cerebral-cortex,glial-cells,Medium,Approved
RPS6KA2-IT1,100874353,0.0871902,0.276578,0.273473,0.186972,0.246122,0,0.112842,NA,NA,NA,NA
RPS6KA3,6197,26.8483,30.1506,18.4235,16.3078,14.5065,14.8075,8.96416,cerebral-cortex,glial-cells,Low,Approved
RPS6KA4,8986,29.2896,25.999,26.6005,24.2787,34.2195,31.2421,29.3436,cerebral-cortex,glial-cells,Medium,Approved
RPS6KA6,27330,2.21033,1.55416,2.4422,1.75786,2.98958,2.62262,0.820864,NA,NA,NA,NA
RPS6KB1,6198,24.1894,21.0387,21.8793,22.765,22.3582,21.9911,7.09001,cerebral-cortex,glial-cells,Low,Approved
RPS6KB2,6199,38.1187,33.0722,35.3421,30.0765,47.5706,52.9591,66.7273,NA,NA,NA,NA
RPS6KC1,26750,11.0638,11.2466,10.0769,11.62,10.4056,10.3372,7.59574,NA,NA,NA,NA
RPS6KL1,83694,0.203874,0.1441,0.0562924,0.144725,1.18025,1.78793,0.297252,cerebral-cortex,glial-cells,Low,Approved
RPS7,6201,336.487,338.086,376.063,349.809,384.196,402.225,370.085,cerebral-cortex,glial-cells,High,Approved
RPS7P10,100128060,1.72854,1.92043,2.62192,1.6681,2.19754,2.73154,1.90186,NA,NA,NA,NA
RPS7P11,644315,3.33565,2.53399,2.95258,3.11815,2.53718,2.31701,2.43568,NA,NA,NA,NA
RPS7P14,646108,0.948216,2.00663,1.35262,1.75618,1.58296,0.778402,1.33899,NA,NA,NA,NA
RPS7P3,440732,0,0.275798,0.272669,0.186368,0.245467,0.130764,0.112467,NA,NA,NA,NA
RPS7P4,149224,0.77785,0.731599,0.723292,0.741387,1.34295,1.04059,0.895002,NA,NA,NA,NA
RPS8,6202,874.622,913.142,869.645,864.786,818.021,885.295,720.439,NA,NA,NA,NA
RPS9P1,8410,0.651218,0.585554,0.978464,0.822163,0.741383,0.576558,0.814777,NA,NA,NA,NA
RPSA,3921,136.331,203.494,155,320.701,148.854,155.332,137.575,cerebral-cortex,glial-cells,Medium,Approved
RPSAP14,3924,6.93947,4.54934,9.19974,10.1224,9.30203,8.70261,7.23402,NA,NA,NA,NA
RPSAP15,220885,0.51562,0.37771,0.539393,0.467869,0.336131,0.358122,0.451988,NA,NA,NA,NA
RPSAP41,100270918,0.0634823,0.368395,0.234804,0.617952,0.0705638,0,0.199964,NA,NA,NA,NA
RPSAP47,389672,0.143764,0.152117,0.05013,0.359719,0.20306,0.144231,0.0620361,NA,NA,NA,NA
RPSAP52,204010,1.60075,0.791414,1.27195,0.865933,1.52303,0.945572,1.00108,NA,NA,NA,NA
RPSAP53,400141,24.7041,26.0342,33.2934,32.8472,29.4767,34.2536,24.2432,NA,NA,NA,NA
RPSAP54,642641,0.0961223,0.101708,0.251382,0,0,0.0723262,0.124435,NA,NA,NA,NA
RPSAP58,388524,80.973,49.4473,160.964,68.2931,142.23,143.556,135.423,NA,NA,NA,NA
RPSAP6,414254,0.0966871,0.204611,0.151715,0.103683,0,0.509258,0.250331,NA,NA,NA,NA
RPSAP8,643617,0.382812,0,0.300343,0.41051,0.40553,0.576085,0.30973,NA,NA,NA,NA
RPSAP9,653162,0.0958424,0.202823,0.15039,0.0513884,0.0676868,0.288462,0.310181,NA,NA,NA,NA
RPTOR,57521,7.60548,7.25568,10.4712,7.46966,10.1204,13.6426,14.0448,cerebral-cortex,glial-cells,Low,Approved
RPUSD1,113000,16.7389,14.5786,15.094,13.6518,16.1882,19.0458,25.0631,cerebral-cortex,glial-cells,Low,Approved
RPUSD2,27079,5.73441,5.93066,6.05986,5.07597,4.37059,4.62181,5.34823,NA,NA,NA,NA
RPUSD3,285367,20.0288,19.0007,19.8532,17.1869,23.3744,26.0085,32.8157,NA,NA,NA,NA
RPUSD4,84881,12.3977,10.9028,13.9225,12.4631,12.2181,11.0074,12.2433,cerebral-cortex,glial-cells,Medium,Approved
RRAD,6236,2.0463,4.01461,12.5211,8.83333,5.57563,4.81347,17.2253,NA,NA,NA,NA
RRAGA,10670,64.424,63.3535,61.3728,60.0138,71.4243,74.2148,90.0012,NA,NA,NA,NA
RRAGB,10325,13.7329,13.585,12.2539,12.8232,17.6171,16.3026,19.7337,NA,NA,NA,NA
RRAGC,64121,18.9156,17.3129,14.4998,17.7388,16.709,15.0726,18.9083,cerebral-cortex,glial-cells,High,Supported
RRAS,6237,114.721,109.271,73.396,61.8572,145.223,166.258,183.967,NA,NA,NA,NA
RRBP1,6238,192.123,182.966,225.665,194.783,165.526,178.374,167.73,cerebral-cortex,glial-cells,High,Enhanced
RREB1,6239,3.60248,2.85422,6.82435,11.2132,3.96312,4.10309,8.1546,NA,NA,NA,NA
RRM1,6240,48.1237,45.4405,56.2673,75.6657,34.1425,25.1822,33.9048,cerebral-cortex,glial-cells,Low,Enhanced
RRM2,6241,47.3493,47.5274,37.1319,55.8208,7.79235,5.66578,4.36993,NA,NA,NA,NA
RRM2B,50484,24.3004,32.6771,34.7569,38.7768,60.022,48.2728,34.2684,cerebral-cortex,glial-cells,High,Approved
RRM2P2,6244,0.438047,0.849751,0.381864,0.391429,0.309379,0.109874,0.0945066,NA,NA,NA,NA
RRM2P3,100420159,0.239538,0.434497,0.35797,0.22018,0.0483325,0.154485,0.0886004,NA,NA,NA,NA
RRN3,54700,8.02334,8.14195,8.51416,8.87504,8.23931,8.28574,8.66274,cerebral-cortex,glial-cells,Low,Supported
RRN3P1,730092,1.07591,0.82649,1.03315,0.494791,1.1824,0.53186,0.835584,NA,NA,NA,NA
RRN3P2,653390,0.0232925,0.224152,0.132962,0.136305,0.0328981,0.0637591,0.120893,NA,NA,NA,NA
RRN3P3,100131998,1.02729,0.928119,0.721674,0.743385,1.128,1.20682,0.940837,NA,NA,NA,NA
RRNAD1,51093,5.1823,8.87629,8.44985,6.71343,7.39905,9.96272,9.04313,cerebral-cortex,glial-cells,Medium,Approved
RRP1,8568,15.9721,17.9552,15.7086,15.07,16.0255,10.9184,16.2238,NA,NA,NA,NA
RRP12,23223,11.5604,8.22625,15.5411,14.9168,14.4626,14.5611,22.9006,NA,NA,NA,NA
RRP15,51018,21.1784,18.733,18.3115,18.3362,14.6045,16.1963,7.83535,cerebral-cortex,glial-cells,Medium,Approved
RRP1B,23076,9.60555,8.73967,9.70923,10.0308,7.39387,7.20154,8.54385,cerebral-cortex,glial-cells,Medium,Supported
RRP36,88745,51.8796,49.1421,51.6398,51.5649,53.6614,57.9413,58.0852,NA,NA,NA,NA
RRP7A,27341,28.6889,27.4371,16.6821,15.2397,23.2405,25.2558,27.4352,cerebral-cortex,glial-cells,Medium,Approved
RRP8,23378,11.2025,9.59256,10.2281,10.8992,11.6507,12.9674,12.7036,cerebral-cortex,glial-cells,Low,Supported
RRP9,9136,12.6697,12.2677,14.9292,13.2795,12.6275,11.9069,17.5784,NA,NA,NA,NA
RRS1,23212,15.922,13.9505,20.4361,20.6684,20.6319,17.302,18.4864,NA,NA,NA,NA
RSAD1,55316,11.4368,10.6518,16.0837,11.3397,9.89169,13.1804,12.5507,cerebral-cortex,glial-cells,Low,Approved
RSBN1,54665,3.62206,4.5015,3.89933,6.64726,5.24829,4.18605,4.72386,cerebral-cortex,glial-cells,Low,Approved
RSBN1L,222194,6.8691,5.8841,7.37037,8.822,4.66062,4.69463,2.48218,cerebral-cortex,glial-cells,Low,Approved
RSC1A1,6248,3.17521,2.8654,4.24163,3.84971,3.25185,3.06476,1.7073,cerebral-cortex,glial-cells,Low,Approved
RSF1,51773,14.1094,17.3229,21.3409,28.4187,17.4615,22.2352,6.28337,cerebral-cortex,glial-cells,Medium,Supported
RSL1D1,26156,81.3976,68.0278,94.3783,86.2623,78.9412,76.2561,81.6661,cerebral-cortex,glial-cells,Low,Supported
RSL24D1,51187,38.0848,37.6395,34.1126,77.7443,38.1169,42.1313,20.6556,NA,NA,NA,NA
RSL24D1P1,100129755,0.451149,0.358023,1.06187,0.483722,0.955982,0,1.1679,NA,NA,NA,NA
RSL24D1P11,284288,0.228508,0.2418,0.358687,0.490259,0.322899,0.688279,0,NA,NA,NA,NA
RSL24D1P6,140757,0.164661,0.174229,0.172251,0,0.465275,0,0.213107,NA,NA,NA,NA
RSL24D1P9,100128991,0.121533,0.25719,0.50854,0.651528,0.858444,0.365845,0.31461,NA,NA,NA,NA
RSPH3,83861,2.88508,2.97518,4.09564,3.51591,6.3894,6.10102,7.29885,NA,NA,NA,NA
RSPH4A,345895,0.299349,0.344878,0.123806,0.134528,0.0768778,0.158303,0.0352488,NA,NA,NA,NA
RSPH9,221421,0.405951,0.41048,0.469167,0.33671,0.594175,0.777734,0.427812,NA,NA,NA,NA
RSPO3,84870,0.101623,0.160146,0.0454167,0,0.0428494,0,0.0170728,NA,NA,NA,NA
RSPRY1,89970,33.557,35.016,33.7132,36.3995,35.7353,32.0126,30.4954,NA,NA,NA,NA
RSRC1,51319,11.1315,12.306,9.35085,9.25449,4.67297,8.31411,4.89665,cerebral-cortex,glial-cells,Medium,Supported
RSRC2,65117,80.0656,72.0326,87.4284,84.4147,71.8842,73.7831,27.194,NA,NA,NA,NA
RSU1,6251,135.902,132.431,133.704,133.559,192.69,205.413,241.201,NA,NA,NA,NA
RSU1P1,100129622,0,0,3.87637,5.88579,0,0.206575,0,NA,NA,NA,NA
RTCA,8634,24.4233,26.0741,21.9238,25.075,36.6776,36.7262,28.8511,NA,NA,NA,NA
RTCB,51493,61.3646,59.5589,66.3196,68.5188,72.62,79.7781,94.1817,cerebral-cortex,glial-cells,Medium,Supported
RTEL1,51750,8.28824,7.01275,7.68193,7.76497,6.79706,9.27443,5.42725,NA,NA,NA,NA
RTEL1-TNFRSF6B,100533107,3.12683,1.98661,1.5669,1.15286,1.45186,1.41077,0.63999,NA,NA,NA,NA
RTEL1P1,100421429,0.103921,0.189931,0.148243,0.192505,0.120086,0.227455,0.159006,NA,NA,NA,NA
RTF1,23168,42.8629,29.4372,37.6378,39.9337,34.4354,35.5856,27.0722,NA,NA,NA,NA
RTKN,6242,11.6924,11.1152,9.39709,7.11664,9.51403,8.83463,6.52255,cerebral-cortex,glial-cells,Medium,Approved
RTKN2,219790,0.885237,0.96935,0.202921,0.35992,0.467202,0.262086,0.115166,NA,NA,NA,NA
RTN1,6252,2.11414,2.71303,2.61751,1.65354,9.79859,7.90265,2.2527,NA,NA,NA,NA
RTN2,6253,22.2599,14.7785,13.332,9.49143,31.7934,22.3131,41.2327,NA,NA,NA,NA
RTN3,10313,41.4703,43.4633,34.1388,32.7915,55.2341,57.7995,48.5466,cerebral-cortex,glial-cells,High,Enhanced
RTN3P1,152905,12.4598,12.3641,9.99509,11.2148,14.2256,15.3507,14.1235,NA,NA,NA,NA
RTN4,57142,367.585,367.336,347.99,375.646,557.065,487.329,756.293,cerebral-cortex,glial-cells,Low,Supported
RTN4IP1,84816,5.70517,4.3557,3.88083,9.41349,2.39316,3.23255,2.99255,cerebral-cortex,glial-cells,Low,Approved
RTN4R,65078,0.229808,0.198898,0.327635,0.202102,0.209972,0.439925,0.378733,NA,NA,NA,NA
RTN4RL2,349667,0.172655,0.273767,0.270367,0.184754,0,0,0.111869,NA,NA,NA,NA
RTTN,25914,2.99679,2.39112,2.89837,3.50864,3.37978,2.41707,2.20516,NA,NA,NA,NA
RUFY1,80230,19.1612,17.65,18.9979,22.9716,20.0071,17.1708,24.2435,NA,NA,NA,NA
RUFY2,55680,9.26451,7.30238,9.273,8.86732,10.2487,8.42572,5.07813,cerebral-cortex,glial-cells,Low,Approved
RUFY3,22902,13.8336,15.0033,28.4717,28.1461,24.2136,18.9086,6.27999,NA,NA,NA,NA
RUNDC1,146923,6.00794,5.45939,6.03241,5.38192,6.9741,8.09619,9.74514,NA,NA,NA,NA
RUNDC3A,10900,0.208375,0.168635,0.179461,0.15827,0,0.0142119,0.402618,NA,NA,NA,NA
RUNDC3B,154661,0.528648,0.344426,0,0.0626409,0.577353,0.334049,0,NA,NA,NA,NA
RUNX1,861,18.8322,17.2452,21.1543,27.1158,26.7243,32.8209,33.9976,NA,NA,NA,NA
RUNX1T1,862,5.15103,4.27308,2.91824,2.83103,0.66852,0.925074,0.184786,NA,NA,NA,NA
RUNX2,860,1.57805,1.40945,5.9631,6.82724,0.832894,0.521783,1.64319,NA,NA,NA,NA
RUNX3,864,1.41196,2.64323,0.754053,1.84237,0.0508044,1.20353,0.114825,NA,NA,NA,NA
RUSC1,23623,20.9311,21.6235,18.3808,13.5497,18.3436,24.7216,21.9731,cerebral-cortex,glial-cells,Medium,Approved
RUSC1-AS1,284618,2.07138,2.5497,1.58761,2.22092,1.91825,1.86415,1.32921,NA,NA,NA,NA
RUSC2,9853,14.7058,14.4922,20.9848,15.9687,28.3731,31.338,35.6451,NA,NA,NA,NA
RUVBL1,8607,30.7237,30.7241,32.1579,34.0695,30.3593,31.1233,41.3616,NA,NA,NA,NA
RUVBL2,10856,50.9457,48.4848,59.9161,53.8199,51.6598,53.0438,65.295,NA,NA,NA,NA
RWDD1,51389,43.382,46.1421,53.4882,50.7478,43.8083,50.6227,41.7498,cerebral-cortex,glial-cells,Low,Approved
RWDD2A,112611,5.26608,5.52935,3.17741,2.74211,4.76279,4.56867,4.78369,NA,NA,NA,NA
RWDD2B,10069,13.4475,14.0385,6.94428,7.02849,0.131831,0.231878,6.44018,NA,NA,NA,NA
RWDD3,25950,9.9139,9.05521,9.8188,8.84546,7.52412,8.05484,2.63116,NA,NA,NA,NA
RWDD4,201965,18.9512,15.0041,14.0601,18.164,14.7301,10.0901,8.62278,cerebral-cortex,glial-cells,Medium,Approved
RWDD4P1,100419903,0.72373,0.670064,1.13563,0.970067,1.02243,1.77004,0.468407,NA,NA,NA,NA
RWDD4P2,647009,5.91281,5.19762,4.85312,5.94987,8.60941,6.29769,3.29697,NA,NA,NA,NA
RXRA,6256,12.6574,12.1581,12.2507,9.73937,7.39196,8.12129,10.1579,cerebral-cortex,glial-cells,Medium,Supported
RYBP,23429,4.1373,4.58731,3.6781,4.57708,2.98201,2.75034,2.34307,NA,NA,NA,NA
RYK,6259,63.7232,63.8862,79.404,87.5189,76.7681,84.3681,62.5829,NA,NA,NA,NA
RYKP1,6260,0.513993,0.407895,0.470474,0.321545,0.423472,0.483407,0.554521,NA,NA,NA,NA
RYR3,6263,1.50447,0.702665,1.34567,1.24005,1.26066,0.890143,0.302726,NA,NA,NA,NA
S100A1,6271,0.447778,0.496142,0.219609,0.711499,1.74007,2.3781,2.08242,cerebral-cortex,glial-cells,Medium,Enhanced
S100A10,6281,386.424,392.162,286.66,296.434,401.52,526.205,482.9,NA,NA,NA,NA
S100A11,6282,1307.06,1254.28,935.41,1038.54,1778.35,1917.84,1816.56,cerebral-cortex,glial-cells,Low,Enhanced
S100A13,6284,180.197,180.332,165.836,149.186,299.1,309.413,771.034,cerebral-cortex,glial-cells,Medium,Approved
S100A14,57402,0.140759,0,0.0421542,0.173009,0,0,0.156638,NA,NA,NA,NA
S100A16,140576,130.69,120.879,241.125,222.422,269.285,281.156,298.314,cerebral-cortex,glial-cells,Low,Enhanced
S100A2,6273,5.10953,5.0368,10.1183,8.453,5.7134,6.30786,10.312,NA,NA,NA,NA
S100A3,6274,4.71927,3.44569,6.2913,3.58111,2.68079,2.21485,8.90562,NA,NA,NA,NA
S100A4,6275,42.6776,43.2109,6.94951,3.99712,6.16299,5.69824,340.916,NA,NA,NA,NA
S100A5,6276,0.107975,0.571256,0,0.231547,0.305065,0,0.697775,NA,NA,NA,NA
S100A6,6277,857.147,919.675,450.19,354.226,888.606,1001.26,1181.88,NA,NA,NA,NA
S100B,6285,0.0486976,0.0545922,0.20378,0.156671,0,0,0.189134,cerebral-cortex,glial-cells,High,Enhanced
S100PBP,64766,34.0727,35.6109,31.0747,32.0331,21.1821,15.9219,11.9837,NA,NA,NA,NA
S1PR1,1901,6.58257,7.06024,8.60451,8.74925,8.58202,7.12322,2.44053,cerebral-cortex,glial-cells,Low,Supported
S1PR2,9294,8.09214,8.1972,2.79188,2.32442,4.82736,4.89263,6.2259,NA,NA,NA,NA
S1PR3,1903,26.821,26.6379,21.4841,22.9475,12.2814,14.4088,11.7577,NA,NA,NA,NA
S1PR5,53637,1.22402,1.07775,0.228012,0.291856,2.58935,3.40447,3.37703,NA,NA,NA,NA
SAA1,6288,0,0,0.541038,0.277281,7.06244,16.9951,1.56214,NA,NA,NA,NA
SAA2,6289,0,0.281426,0,0.0975321,1.83733,10.3427,0.35324,NA,NA,NA,NA
SAAL1,113174,8.2547,9.02494,11.3761,10.4786,10.8001,6.45165,6.69671,cerebral-cortex,glial-cells,Medium,Approved
SAC3D1,29901,7.99932,8.12014,9.06756,10.48,6.1216,8.67559,12.2349,NA,NA,NA,NA
SACM1L,22908,21.9861,24.4998,22.301,21.7723,21.4979,19.697,16.1231,cerebral-cortex,glial-cells,Medium,Approved
SACS,26278,13.2646,13.9759,16.0536,18.9658,11.0763,9.72188,1.85342,NA,NA,NA,NA
SAE1,10055,110.706,111.655,93.2526,95.8312,99.9867,95.0746,109.391,cerebral-cortex,glial-cells,Low,Supported
SAFB,6294,42.1457,43.8171,47.2179,52.4859,32.5763,32.2351,19.4433,cerebral-cortex,glial-cells,High,Supported
SAFB2,9667,44.5884,41.4244,40.863,38.3669,41.0666,44.4365,26.127,cerebral-cortex,glial-cells,Medium,Approved
SALL1,6299,3.7675,4.67734,0.167733,0.300859,0.630316,0.553801,0.674723,cerebral-cortex,glial-cells,Medium,Enhanced
SALL2,6297,2.58047,3.25452,3.85763,4.42575,2.64328,2.1562,2.82525,cerebral-cortex,glial-cells,Low,Approved
SALL4,57167,0.208665,0.220732,0.491392,0.447482,0.49575,0.314127,0.338163,NA,NA,NA,NA
SAMD1,90378,13.8858,16.0835,13.7299,14.226,12.7087,15.1858,12.835,NA,NA,NA,NA
SAMD10,140700,1.10967,1.42875,0.694522,0.691411,1.72273,1.98774,1.02546,cerebral-cortex,glial-cells,Low,Approved
SAMD11,148398,14.6312,15.5751,7.7786,8.27454,0.953383,1.66998,3.38882,NA,NA,NA,NA
SAMD12,401474,0.66655,1.35231,0.0119206,0.0122211,0.852485,0.632533,0.100069,NA,NA,NA,NA
SAMD13,148418,0.196174,0.381923,0.284031,0.519189,0.12652,0.185465,0.481674,NA,NA,NA,NA
SAMD14,201191,10.0611,9.62012,7.112,4.84065,10.2803,12.4852,7.62345,NA,NA,NA,NA
SAMD15,161394,1.25025,0.494952,0.349719,0.805497,0.314773,0.251529,0.0541013,cerebral-cortex,glial-cells,High,Enhanced
SAMD3,154075,1.49646,1.4779,0.860739,0.409542,2.15903,1.13428,0.669915,NA,NA,NA,NA
SAMD4A,23034,18.9616,17.2163,26.9788,27.2051,16.3999,20.5998,20.6392,cerebral-cortex,glial-cells,Low,Approved
SAMD4B,55095,110.998,64.048,93.6218,120.306,107.801,114.744,143.078,cerebral-cortex,glial-cells,Low,Approved
SAMD5,389432,4.17575,4.96819,0.210516,0.209826,0.505276,0.487867,1.28098,NA,NA,NA,NA
SAMD8,142891,8.61892,7.67216,6.08603,7.26025,8.41484,9.0011,9.6353,NA,NA,NA,NA
SAMD9,54809,6.30476,7.33958,2.55802,3.14664,1.64576,1.6334,1.61126,NA,NA,NA,NA
SAMD9L,219285,7.56732,7.6718,0.990415,1.72083,2.4756,4.5074,2.76774,cerebral-cortex,glial-cells,Medium,Enhanced
SAMHD1,25939,8.4357,7.96312,2.57681,3.19086,3.29724,3.29234,7.20526,cerebral-cortex,glial-cells,Medium,Enhanced
SAMM50,25813,26.0971,25.2439,25.0685,24.2315,26.006,26.4101,31.0764,cerebral-cortex,glial-cells,Medium,Enhanced
SAP130,79595,6.48691,7.0588,7.33127,8.86054,6.14812,5.80974,6.09836,NA,NA,NA,NA
SAP18,10284,260.514,247.047,261.685,223.816,337.852,338.703,448.876,cerebral-cortex,glial-cells,Medium,Supported
SAP30,8819,8.29315,11.1922,8.46321,7.04492,5.81415,7.38041,3.98129,NA,NA,NA,NA
SAP30BP,29115,125.875,110.164,139.841,128.915,144.885,136.185,194.023,cerebral-cortex,glial-cells,High,Supported
SAP30L,79685,32.5779,30.2063,28.5983,32.295,32.5197,31.0821,25.8403,cerebral-cortex,glial-cells,High,Approved
SAP30L-AS1,386627,3.03211,2.05959,4.3058,4.25829,7.42841,8.99068,12.1491,NA,NA,NA,NA
SAPCD2,89958,2.06247,2.02226,1.13537,1.57129,0.132872,0.208039,0.117005,cerebral-cortex,glial-cells,Low,Approved
SAR1A,56681,130.192,139.396,116.192,124.063,146.743,140.7,141.946,cerebral-cortex,glial-cells,Medium,Supported
SAR1B,51128,45.7646,41.339,38.6653,45.6322,53.8142,49.1824,53.6136,NA,NA,NA,NA
SARDH,1757,0.585747,0.534331,0.516854,0.478573,2.1748,2.17238,0.90425,cerebral-cortex,glial-cells,Low,Approved
SARM1,23098,0,0,0.15104,0.116126,0.101966,0.108638,0.186917,NA,NA,NA,NA
SARNP,84324,55.759,50.3244,57.4394,58.4342,68.2515,72.4691,58.5674,cerebral-cortex,glial-cells,Low,Supported
SARS2,54938,30.5408,19.0411,26.0736,28.5202,24.6285,16.5213,20.0994,NA,NA,NA,NA
SART1,9092,44.1537,43.0519,43.612,38.087,37.6329,38.4724,45.5178,NA,NA,NA,NA
SART3,9733,25.08,24.1756,30.4058,26.3776,20.4161,21.7387,14.9279,cerebral-cortex,glial-cells,Medium,Approved
SASH1,23328,13.8935,13.7702,5.50385,5.56975,7.66707,8.01639,6.65448,NA,NA,NA,NA
SASS6,163786,1.90506,1.84267,1.8972,1.92913,0.786452,0.501721,0.0946453,NA,NA,NA,NA
SAT1,6303,65.0797,63.0993,76.5362,82.3884,94.6229,112.351,149.337,NA,NA,NA,NA
SAT2,112483,43.7806,48.1021,47.4131,36.0403,57.4862,54.5264,58.5075,NA,NA,NA,NA
SATB1,6304,2.78951,2.81345,1.11564,1.5377,1.30504,0.6659,2.62526,NA,NA,NA,NA
SATB2,23314,5.02507,5.0529,6.35061,6.18454,1.77985,2.56363,1.07268,NA,NA,NA,NA
SATB2-AS1,150538,0.471878,0.354153,2.34407,1.12802,0.452996,1.16203,0.315901,NA,NA,NA,NA
SATL1,340562,0.624554,0.500097,0.565051,0.579275,0.715214,0.482604,0.30594,NA,NA,NA,NA
SAV1,60485,17.312,15.2015,10.5666,15.9663,19.1091,18.4801,10.7168,NA,NA,NA,NA
SAYSD1,55776,4.75778,4.81795,4.77202,5.1779,3.28818,3.90335,5.26552,NA,NA,NA,NA
SBDS,51119,116.075,124.155,124.336,124.277,181.33,191.791,176.271,cerebral-cortex,glial-cells,Medium,Approved
SBDSP1,155370,0.710665,1.61135,2.54031,1.4891,3.2337,5.0585,1.63528,NA,NA,NA,NA
SBF1,6305,27.0912,28.0302,28.5651,24.774,27.8152,24.9565,27.5074,NA,NA,NA,NA
SBF2,81846,14.7975,13.7373,18.3336,18.8238,12.3744,15.629,7.74545,NA,NA,NA,NA
SBF2-AS1,283104,0.511316,0.958531,0.943491,1.24477,1.22414,1.05449,1.56223,NA,NA,NA,NA
SBNO1,55206,7.82304,7.90849,8.62946,11.0267,7.585,7.60762,3.34915,cerebral-cortex,glial-cells,Medium,Approved
SBNO2,22904,27.4852,25.3912,26.5855,21.0743,24.7086,29.5615,21.7447,NA,NA,NA,NA
SBSN,374897,0.464969,0.177148,0.596427,0.35477,0.237316,0.344904,0.678663,NA,NA,NA,NA
SC5D,6309,42.5329,43.7346,33.5252,39.4067,61.7377,54.388,98.2758,NA,NA,NA,NA
SCAF1,58506,19.1674,17.1594,19.8491,16.6067,19.788,19.8458,26.9367,cerebral-cortex,glial-cells,High,Approved
SCAF11,9169,32.792,33.8546,34.5872,35.2963,35.9629,33.1083,9.4707,NA,NA,NA,NA
SCAF4,57466,7.71814,7.57952,7.78988,8.98064,6.85669,5.598,5.59905,cerebral-cortex,glial-cells,Medium,Enhanced
SCAF8,22828,11.8403,10.1931,10.7334,12.5782,9.49118,8.01872,6.91425,cerebral-cortex,glial-cells,High,Enhanced
SCAI,286205,1.07949,1.0021,1.73529,1.42398,1.94583,1.65209,1.02873,cerebral-cortex,glial-cells,Low,Approved
SCAMP1,9522,11.4263,12.1922,18.7331,19.1743,22.449,25.9522,16.013,NA,NA,NA,NA
SCAMP2,10066,76.4902,72.6985,71.3591,60.801,103.827,105.886,113.416,cerebral-cortex,glial-cells,Low,Approved
SCAMP4,113178,29.9131,27.1895,28.4071,27.023,33.3057,38.3085,42.2481,cerebral-cortex,glial-cells,Low,Approved
SCAMP5,192683,7.87629,10.8572,3.52928,2.91038,8.1673,6.78642,9.50881,NA,NA,NA,NA
SCAND1,51282,31.8377,28.2864,30.6639,26.0916,33.9039,38.0863,43.9624,NA,NA,NA,NA
SCAND2P,54581,4.50172,4.94037,4.58937,3.70105,2.54926,3.04993,4.29668,NA,NA,NA,NA
SCAP,22937,17.9762,14.5416,14.2294,12.4641,13.2878,14.3595,18.5511,cerebral-cortex,glial-cells,Low,Approved
SCAPER,49855,1.59859,3.34674,8.84393,3.78038,4.59221,12.6485,2.39267,NA,NA,NA,NA
SCARA3,51435,31.2025,30.7105,22.4656,24.6085,9.55546,8.89557,11.652,NA,NA,NA,NA
SCARB1,949,12.4114,15.1977,16.9645,11.1783,14.6258,14.9542,23.5955,cerebral-cortex,glial-cells,Low,Enhanced
SCARB2,950,86.3628,84.5678,81.6049,82.6216,136.938,147.344,142.658,cerebral-cortex,glial-cells,High,Supported
SCARF1,8578,0.236073,0.290042,0.151677,0.107694,0.223715,0.206724,0.111731,NA,NA,NA,NA
SCARF2,91179,31.154,25.5966,53.3155,49.0375,64.4465,77.3515,45.4869,cerebral-cortex,glial-cells,Medium,Approved
SCARNA10,692148,0.252474,1.32319,0,0.588811,0,0.380202,0.711504,NA,NA,NA,NA
SCARNA13,677768,3.88622,1.7257,1.29034,0.870949,1.76869,1.27794,1.60237,NA,NA,NA,NA
SCARNA9,619383,23.9254,0.456708,2.03182,0,1.82963,0,0,NA,NA,NA,NA
SCCPDH,51097,21.5482,22.7246,15.8104,17.4045,15.2269,14.4374,15.2721,cerebral-cortex,glial-cells,High,Enhanced
