	SYMBOL	ENTREZID	BD_NR.Veh.R1	BD_NR.Veh.R2
STUB1	STUB1	10273	67.511	38.6644
STX10	STX10	8677	37.6208	33.9761
STX11	STX11	8676	2.00391	0.621547
STX12	STX12	23673	17.1793	19.2062
STX16	STX16	8675	32.7284	29.5999
STX16-NPEPL1	STX16-NPEPL1	100534593	5.63781	4.61397
STX17	STX17	55014	4.51112	7.16446
STX18	STX18	53407	16.7247	19.6776
STX18-AS1	STX18-AS1	100507266	1.19921	1.08248
STX1A	STX1A	6804	0.850365	4.34351
STX1B	STX1B	112755	2.67384	4.99075
STX2	STX2	2054	17.3834	16.959
STX3	STX3	6809	0.412779	2.51809
STX4	STX4	6810	34.0648	28.2086
STX5	STX5	6811	27.173	26.8517
STX6	STX6	10228	9.91698	14.0633
STX7	STX7	8417	8.73872	12.0969
STX8	STX8	9482	63.7804	45.3403
STXBP1	STXBP1	6812	9.16323	11.2665
STXBP2	STXBP2	6813	2.04763	2.78189
STXBP3	STXBP3	6814	17.3078	21.7326
STXBP4	STXBP4	252983	4.70883	5.3915
STXBP5	STXBP5	134957	4.34755	6.09981
STXBP5-AS1	STXBP5-AS1	729178	0.246567	0.219347
STXBP5L	STXBP5L	9515	0.148854	0.842603
STXBP6	STXBP6	29091	3.30231	3.80102
STYX	STYX	6815	9.04596	5.71087
STYXL1	STYXL1	51657	1.81094	1.10717
SUB1	SUB1	10923	434.011	258.516
SUB1P1	SUB1P1	728938	1.92695	0.220284
SUB1P3	SUB1P3	106480442	8.86652	0.985854
SUCLA2	SUCLA2	8803	46.4872	32.1261
SUCLG1	SUCLG1	8802	66.1351	48.2168
SUCLG2	SUCLG2	8801	20.3989	23.2214
SUCLG2P2	SUCLG2P2	283398	0.547875	0.506892
SUCO	SUCO	51430	15.4225	21.7536
SUDS3	SUDS3	64426	18.0488	16.276
SUDS3P1	SUDS3P1	285647	1.8405	2.16527
SUFU	SUFU	51684	8.14398	9.59599
SUGCT	SUGCT	79783	3.48167	4.8195
SUGP1	SUGP1	57794	26.4826	22.9724
SUGP2	SUGP2	10147	49.4474	50.0501
SUGT1	SUGT1	10910	50.3146	50.4815
SUGT1P2	SUGT1P2	728706	0.274058	0.107458
SUGT1P3	SUGT1P3	283507	0.135448	0.0540848
SULF1	SULF1	23213	88.0614	75.4778
SULF2	SULF2	55959	85.9232	127.55
SULT1A1	SULT1A1	6817	13.7504	5.19832
SULT1A3	SULT1A3	6818	0.918885	1.04385
SULT1A4	SULT1A4	445329	0.276161	0.340693
SULT1C4	SULT1C4	27233	5.08936	8.62845
SULT1E1	SULT1E1	6783	33.8701	3.67822
SULT2B1	SULT2B1	6820	0.209861	0.0390239
SULT4A1	SULT4A1	25830	0.997673	2.30236
SUMF1	SUMF1	285362	15.8966	13.5362
SUMF2	SUMF2	25870	43.554	54.3006
SUMO1	SUMO1	7341	144.496	142.955
SUMO1P3	SUMO1P3	474338	3.91606	2.85164
SUMO1P4	SUMO1P4	101290502	3.53169	0
SUMO2	SUMO2	6613	251.833	173.719
SUMO2P17	SUMO2P17	100128010	1.55493	0.471134
SUMO2P3	SUMO2P3	652489	47.6301	9.73485
SUMO2P6	SUMO2P6	100127922	6.38341	0
SUMO3	SUMO3	6612	85.2146	73.2922
SUMO4	SUMO4	387082	1.66244	0.523469
SUN1	SUN1	23353	54.1365	53.0202
SUN2	SUN2	25777	44.993	40.1896
SUOX	SUOX	6821	10.8016	13.7185
SUPT16H	SUPT16H	11198	77.2111	72.8976
SUPT20H	SUPT20H	55578	39.5155	38.398
SUPT3H	SUPT3H	8464	8.33142	6.82308
SUPT4H1	SUPT4H1	6827	79.211	49.9192
SUPT5H	SUPT5H	6829	58.7239	50.9876
SUPT6H	SUPT6H	6830	23.7125	30.8833
SUPT7L	SUPT7L	9913	29.4108	23.3477
SUPV3L1	SUPV3L1	6832	33.6073	20.312
SURF1	SURF1	6834	9.19788	4.92559
SURF2	SURF2	6835	3.44814	3.23588
SURF4	SURF4	6836	0.574057	0.942809
SURF6	SURF6	6838	0.501436	0.503562
SUSD1	SUSD1	64420	2.85926	3.85723
SUSD2	SUSD2	56241	0.240999	0.251841
SUSD3	SUSD3	203328	0.394428	0.214262
SUSD4	SUSD4	55061	0.643587	0.251481
SUSD5	SUSD5	26032	0.758946	1.12235
SUV39H1	SUV39H1	6839	0.660068	0.547629
SUV39H2	SUV39H2	79723	17.1131	20.6051
SUZ12	SUZ12	23512	15.0616	19.7778
SV2A	SV2A	9900	0.0815379	0.430225
SV2C	SV2C	22987	0.00794987	0.0558068
SVEP1	SVEP1	79987	19.711	18.6281
SVIL	SVIL	6840	32.9236	23.9471
SVIP	SVIP	258010	19.2854	19.4197
SVOP	SVOP	55530	0.170838	0.16302
SWAP70	SWAP70	23075	8.41304	10.3308
SWI5	SWI5	375757	22.7781	22.4553
SWSAP1	SWSAP1	126074	1.86346	1.51926
SWT1	SWT1	54823	3.16236	2.99349
SYAP1	SYAP1	94056	8.24641	8.184
SYBU	SYBU	55638	1.22056	2.45237
SYCE1L	SYCE1L	100130958	6.93442	2.52767
SYCE2	SYCE2	256126	1.58386	2.27958
SYCE3	SYCE3	644186	0	0
SYCP2	SYCP2	10388	0.485385	0.484876
SYCP2L	SYCP2L	221711	1.76866	1.11979
SYCP3	SYCP3	50511	0.500176	0.298006
SYDE1	SYDE1	85360	16.6892	16.423
SYDE2	SYDE2	84144	1.55599	1.18664
SYF2	SYF2	25949	63.4773	42.701
SYMPK	SYMPK	8189	44.3854	29.0316
SYN1	SYN1	6853	0.183598	0.537084
SYN2	SYN2	6854	1.39953	0.408931
SYN3	SYN3	8224	0.141646	0.24164
SYNC	SYNC	81493	10.6263	2.78858
SYNCRIP	SYNCRIP	10492	88.0562	83.2866
SYNDIG1	SYNDIG1	79953	0.474088	0.610982
SYNE1	SYNE1	23345	12.2345	10.9521
SYNE1-AS1	SYNE1-AS1	100505475	0.169813	0
SYNE2	SYNE2	23224	13.188	13.6019
SYNE3	SYNE3	161176	2.60729	1.07854
SYNE4	SYNE4	163183	0.411602	0.421878
SYNGAP1	SYNGAP1	8831	0.136468	1.51295
SYNGR1	SYNGR1	9145	7.67125	11.2143
SYNGR2	SYNGR2	9144	19.2867	8.72941
SYNGR3	SYNGR3	9143	1.2641	1.26093
SYNJ1	SYNJ1	8867	3.67973	4.80557
SYNJ2	SYNJ2	8871	5.32346	8.56917
SYNJ2BP	SYNJ2BP	55333	14.076	12.5905
SYNJ2BP-COX16	SYNJ2BP-COX16	100529257	15.3714	8.05666
SYNPO	SYNPO	11346	11.0415	19.9812
SYNPO2	SYNPO2	171024	17.2173	6.30776
SYNPO2L	SYNPO2L	79933	32.404	6.38616
SYNPR	SYNPR	132204	0.100799	0.31529
SYNRG	SYNRG	11276	9.49028	15.039
SYPL1	SYPL1	6856	30.3526	41.1542
SYPL2	SYPL2	284612	5.76178	1.59055
SYS1	SYS1	90196	7.72655	11.5085
SYS1-DBNDD2	SYS1-DBNDD2	767557	0.578325	0.510137
SYT1	SYT1	6857	4.88415	5.7156
SYT10	SYT10	341359	0.0388837	0.15459
SYT11	SYT11	23208	5.14251	12.7037
SYT12	SYT12	91683	0.114695	0.0298326
SYT13	SYT13	57586	0.458257	1.5435
SYT14	SYT14	255928	0.0996155	0.435722
SYT16	SYT16	83851	0.281835	0.278707
SYT17	SYT17	51760	1.20012	1.65458
SYT2	SYT2	127833	0.341681	0.776462
SYT3	SYT3	84258	0.316053	0.816896
SYT4	SYT4	6860	0.762464	0.639696
SYT5	SYT5	6861	0.29518	0.827297
SYT6	SYT6	148281	5.95243	5.67631
SYT7	SYT7	9066	2.72476	1.64447
SYT9	SYT9	143425	0.144627	0.111202
SYTL1	SYTL1	84958	1.00551	1.39417
SYTL2	SYTL2	54843	52.1566	58.7671
SYTL3	SYTL3	94120	4.49279	2.80574
SYTL4	SYTL4	94121	6.63192	10.7448
SYTL5	SYTL5	94122	0.42753	0.381664
SYVN1	SYVN1	84447	13.7583	16.6844
SZRD1	SZRD1	26099	62.8172	69.6064
SZT2	SZT2	23334	5.48157	6.33908
TAB1	TAB1	10454	14.2238	14.9514
TAB2	TAB2	23118	35.9552	39.5629
TAB3	TAB3	257397	6.6552	6.75283
TAC1	TAC1	6863	2.02438	0.944749
TAC3	TAC3	6866	4.80125	3.57607
TACC1	TACC1	6867	17.1811	18.3283
TACC2	TACC2	10579	34.9195	23.6228
TACC3	TACC3	10460	61.514	63.1576
TACO1	TACO1	51204	19.3875	19.0073
TACR1	TACR1	6869	1.54412	1.11419
TACR2	TACR2	6865	0.0712141	0.139202
TADA1	TADA1	117143	11.6744	11.7548
TADA2A	TADA2A	6871	12.3929	10.9572
TADA2B	TADA2B	93624	7.73924	8.95774
TADA3	TADA3	10474	46.6952	34.0105
TAF1	TAF1	6872	9.34029	11.6195
TAF10	TAF10	6881	79.7328	36.1564
TAF11	TAF11	6882	54.0528	40.1349
TAF12	TAF12	6883	21.9168	16.3253
TAF13	TAF13	6884	54.6735	44.0462
TAF15	TAF15	8148	42.0964	34.2281
TAF1A	TAF1A	9015	7.4171	8.22072
TAF1B	TAF1B	9014	7.00902	7.92925
TAF1C	TAF1C	9013	14.7008	19.5015
TAF1D	TAF1D	79101	95.5515	71.7756
TAF2	TAF2	6873	11.3282	14.7151
TAF3	TAF3	83860	5.61703	5.16695
TAF4	TAF4	6874	5.32444	8.20912
TAF4B	TAF4B	6875	0.509075	0.46218
TAF5	TAF5	6877	5.33819	7.22355
TAF5L	TAF5L	27097	10.229	13.8608
TAF6	TAF6	6878	22.2583	31.9571
TAF6L	TAF6L	10629	22.2256	21.0075
TAF7	TAF7	6879	99.9077	77.8183
TAF7L	TAF7L	54457	0.115247	0.429893
TAF8	TAF8	129685	8.01255	8.43893
TAF9BP1	TAF9BP1	246135	0	0.232169
TAGLN	TAGLN	6876	312.384	549.909
TAGLN2	TAGLN2	8407	47.8016	89.5538
TAGLN2P1	TAGLN2P1	100418887	2.46802	3.13723
TAGLN3	TAGLN3	29114	30.7767	10.6792
TAL2	TAL2	6887	1.6113	1.46511
TALDO1	TALDO1	6888	98.2746	83.9205
TAMM41	TAMM41	132001	5.79522	4.20835
TANC1	TANC1	85461	19.2685	25.0382
TANC2	TANC2	26115	4.67734	7.77616
TANGO2	TANGO2	128989	3.36139	5.48787
TANGO6	TANGO6	79613	4.19443	3.88162
TANK	TANK	10010	24.8704	24.498
TAOK1	TAOK1	57551	9.20724	15.2399
TAOK2	TAOK2	9344	19.496	24.6702
TAOK3	TAOK3	51347	7.43411	8.00044
TAPBPL	TAPBPL	55080	0.880593	2.25696
TAPT1	TAPT1	202018	10.3129	17.0404
TAPT1-AS1	TAPT1-AS1	202020	2.70871	2.00569
TARBP1	TARBP1	6894	24.3329	16.8099
TARBP2	TARBP2	6895	38.3618	38.7777
TARDBP	TARDBP	23435	134.642	120.371
TARS2	TARS2	80222	13.5738	10.2041
TAS1R3	TAS1R3	83756	0.426515	0.199765
TAS2R4	TAS2R4	50832	0.136691	0.375146
TAS2R5	TAS2R5	54429	0.859859	0.808312
TAS2R67P	TAS2R67P	448991	0.182602	0.071738
TASP1	TASP1	55617	4.39666	3.41552
TATDN1	TATDN1	83940	49.5151	28.1911
TATDN1P1	TATDN1P1	728737	1.56571	0.368691
TATDN2	TATDN2	9797	10.2362	12.5148
TATDN2P2	TATDN2P2	100272205	0.162829	0.296842
TATDN3	TATDN3	128387	7.10726	7.18934
TAX1BP1	TAX1BP1	8887	54.2911	53.8814
TAX1BP3	TAX1BP3	30851	52.8785	59.6003
TAZ	TAZ	6901	2.87999	1.44425
TBC1D1	TBC1D1	23216	63.0935	40.0645
TBC1D10A	TBC1D10A	83874	7.09454	6.92274
TBC1D10B	TBC1D10B	26000	23.2041	23.4143
TBC1D10C	TBC1D10C	374403	1.23757	1.52134
TBC1D12	TBC1D12	23232	5.50885	4.59286
TBC1D13	TBC1D13	54662	18.9921	21.9868
TBC1D14	TBC1D14	57533	14.9753	18.1569
TBC1D15	TBC1D15	64786	15.4962	17.8078
TBC1D16	TBC1D16	125058	11.7658	17.8817
TBC1D17	TBC1D17	79735	11.4417	14.7916
TBC1D19	TBC1D19	55296	6.30416	4.33522
TBC1D2	TBC1D2	55357	2.88557	0.985141
TBC1D20	TBC1D20	128637	13.7722	17.0617
TBC1D22A	TBC1D22A	25771	9.23494	10.0809
TBC1D22B	TBC1D22B	55633	4.68294	6.42752
TBC1D23	TBC1D23	55773	23.3483	16.3108
TBC1D24	TBC1D24	57465	6.44332	6.23906
TBC1D26	TBC1D26	353149	0.000347794	0.110741
TBC1D2B	TBC1D2B	23102	10.877	20.6375
TBC1D30	TBC1D30	23329	0.572055	0.835052
TBC1D31	TBC1D31	93594	5.79713	6.64174
TBC1D32	TBC1D32	221322	3.45361	3.03601
TBC1D3F	TBC1D3F	84218	1.41579	1.78823
TBC1D3G	TBC1D3G	101060321	0	0.0961538
TBC1D3H	TBC1D3H	729877	4.18731e-05	0.394887
TBC1D4	TBC1D4	9882	7.01341	5.71061
TBC1D5	TBC1D5	9779	8.20251	12.2759
TBC1D7	TBC1D7	51256	28.1824	22.4496
TBC1D8	TBC1D8	11138	6.05846	8.16473
TBC1D8B	TBC1D8B	54885	0.295156	0.881661
TBC1D9	TBC1D9	23158	6.67816	8.29236
TBC1D9B	TBC1D9B	23061	28.5759	35.8408
TBCA	TBCA	6902	324.891	167.334
TBCAP1	TBCAP1	494540	11.1803	1.21023
TBCB	TBCB	1155	137.71	125.724
TBCC	TBCC	6903	25.9209	20.0011
TBCCD1	TBCCD1	55171	6.18052	8.1845
TBCD	TBCD	6904	31.5218	28.3007
TBCE	TBCE	6905	25.4316	22.9065
TBCEL	TBCEL	219899	8.06586	8.94516
TBCK	TBCK	93627	13.1658	10.3892
TBK1	TBK1	29110	10.8935	14.4612
TBKBP1	TBKBP1	9755	16.3556	15.1407
TBL1X	TBL1X	6907	8.07543	12.2577
TBL1XR1	TBL1XR1	79718	32.5231	30.5268
TBL1Y	TBL1Y	90665	0.182288	0.138233
TBL2	TBL2	26608	0.22114	2.21589
TBL3	TBL3	10607	21.3163	13.8117
TBP	TBP	6908	15.2994	11.3483
TBPL1	TBPL1	9519	26.546	29.4649
TBRG1	TBRG1	84897	9.65429	16.7616
TBRG4	TBRG4	9238	30.2981	35.9699
TBX1	TBX1	6899	2.65053	0.526208
TBX15	TBX15	6913	40.8682	26.2416
TBX18	TBX18	9096	6.79755	3.4325
TBX19	TBX19	9095	1.0881	0.936392
TBX2	TBX2	6909	2.39245	15.6157
TBX6	TBX6	6911	0.206152	0.314742
TBXA2R	TBXA2R	6915	0.128001	0.318848
TBXAS1	TBXAS1	6916	1.02622	1.69277
TCAIM	TCAIM	285343	10.0385	10.4638
TCAP	TCAP	8557	10.4624	3.8089
TCEA1	TCEA1	6917	39.8566	42.4411
TCEA1P2	TCEA1P2	399511	10.1774	12.2918
TCEA1P4	TCEA1P4	100421350	0.0838569	0.658373
TCEA2	TCEA2	6919	50.7113	35.6914
TCEA3	TCEA3	6920	4.65311	2.48591
TCEAL1	TCEAL1	9338	34.3271	13.8058
TCEAL2	TCEAL2	140597	0	0.0947337
TCEAL3	TCEAL3	85012	15.0628	10.6911
TCEAL4	TCEAL4	79921	98.2999	60.1322
TCEAL5	TCEAL5	340543	1.01298	1.01388
TCEAL7	TCEAL7	56849	122.297	88.1854
TCEAL8	TCEAL8	90843	154.697	107.27
TCEANC	TCEANC	170082	2.47562	1.56964
TCEANC2	TCEANC2	127428	3.28606	3.55646
TCERG1	TCERG1	10915	72.9812	69.3447
TCERG1L	TCERG1L	256536	0.25047	0.220678
TCF12	TCF12	6938	146.725	130.654
TCF19	TCF19	6941	0.0970678	0.0757871
TCF20	TCF20	6942	0.054955	0.249036
TCF25	TCF25	22980	107.757	88.2092
TCF3	TCF3	6929	114.497	96.7278
TCF4	TCF4	6925	33.2364	37.4298
TCF7	TCF7	6932	1.99973	2.50716
TCF7L1	TCF7L1	83439	24.7309	28.6631
TCF7L2	TCF7L2	6934	38.1113	28.2906
TCFL5	TCFL5	10732	8.21775	7.18179
TCHP	TCHP	84260	10.8348	12.2819
TCIRG1	TCIRG1	10312	1.86327	4.12305
TCN2	TCN2	6948	4.57255	10.4133
TCOF1	TCOF1	6949	14.8028	20.3898
TCP1	TCP1	6950	193.775	212.726
TCP10L	TCP10L	140290	0.93053	1.1115
TCP11	TCP11	6954	0.036798	0.203676
TCP11L1	TCP11L1	55346	2.91867	6.62571
TCP11L2	TCP11L2	255394	1.18185	1.97027
TCTA	TCTA	6988	10.3967	9.11284
TCTE1	TCTE1	202500	0.158339	0.100864
TCTE3	TCTE3	6991	0.189142	0.148657
TCTEX1D1	TCTEX1D1	200132	0	0.0690617
TCTEX1D2	TCTEX1D2	255758	20.291	15.7087
TCTEX1D4	TCTEX1D4	343521	0.386189	0.303186
TCTN1	TCTN1	79600	20.8972	19.4187
TCTN2	TCTN2	79867	6.26426	6.15713
TCTN3	TCTN3	26123	18.6901	20.8458
TDG	TDG	6996	28.8263	28.1985
TDGF1P7	TDGF1P7	100129080	0.589151	0.116323
TDH	TDH	157739	0	0.105098
TDP1	TDP1	55775	14.8399	21.132
TDP2	TDP2	51567	28.1401	25.2545
TDRD3	TDRD3	81550	11.3578	8.39027
TDRD6	TDRD6	221400	0.0127415	0.0324074
TDRD7	TDRD7	23424	1.28616	1.07814
TDRKH	TDRKH	11022	3.26007	3.60927
TDRP	TDRP	157695	13.3402	7.08811
TEAD1	TEAD1	7003	18.5763	22.6994
TEAD2	TEAD2	8463	68.4713	50.5641
TEAD3	TEAD3	7005	31.2051	28.8876
TEAD4	TEAD4	7004	39.8557	16.6957
TECPR1	TECPR1	25851	6.72784	5.75473
TECPR2	TECPR2	9895	3.86454	6.14306
TECR	TECR	9524	58.0181	64.1137
TECRP1	TECRP1	442777	13.6954	14.5734
TECTA	TECTA	7007	0.998136	0.943747
TEF	TEF	7008	4.93782	3.1853
TEFM	TEFM	79736	14.5645	14.2741
TEK	TEK	7010	0.411899	3.55698
TEKT2	TEKT2	27285	0.83626	1.4827
TEKT3	TEKT3	64518	0.955471	0.613116
TEKT5	TEKT5	146279	0.0387957	0.089228
TELO2	TELO2	9894	24.5738	21.0178
TEN1	TEN1	100134934	12.3493	10.3482
TEN1-CDK3	TEN1-CDK3	100529145	1.2014	2.34232
TENM1	TENM1	10178	0.458717	1.17528
TENM2	TENM2	57451	0.751062	1.18219
TENM3	TENM3	55714	8.51509	22.9859
TENM4	TENM4	26011	2.98896	4.86147
TEP1	TEP1	7011	8.37067	9.65909
TEPP	TEPP	374739	0.305616	0.397904
TERF1	TERF1	7013	19.7353	18.9489
TERF1P2	TERF1P2	646359	0.121956	0.0955675
TERF1P4	TERF1P4	648283	0.416331	0.0932016
TERF1P5	TERF1P5	283523	0.270552	0.381457
TERF2	TERF2	7014	18.4025	19.1494
TERF2IP	TERF2IP	54386	44.194	41.2219
TERT	TERT	7015	0.353723	0.575621
TES	TES	26136	54.076	74.9295
TESC	TESC	54997	0	0.057741
TESK1	TESK1	7016	15.2767	19.9074
TESK2	TESK2	10420	1.53255	1.35823
TET1	TET1	80312	2.44216	3.9658
TET2	TET2	54790	5.34368	6.24909
TET3	TET3	200424	6.69551	8.45279
TEX10	TEX10	54881	19.7301	20.0323
TEX12	TEX12	56158	0.291532	0.142313
TEX14	TEX14	56155	5.73019	0.468267
TEX15	TEX15	56154	0.116401	0.393415
TEX19	TEX19	400629	0.379521	0.519113
TEX2	TEX2	55852	9.47326	10.6253
TEX21P	TEX21P	441687	0.171501	0.268357
TEX264	TEX264	51368	19.8502	21.1897
TEX29	TEX29	121793	0.316049	0.248641
TEX30	TEX30	93081	16.0148	12.3427
TEX9	TEX9	374618	2.60511	4.55209
TF	TF	7018	1.03669	1.05403
TFAM	TFAM	7019	21.9824	26.7608
TFAP2A	TFAP2A	7020	8.86432	10.5754
TFAP2A-AS1	TFAP2A-AS1	100130275	0.461618	0.523499
TFAP2B	TFAP2B	7021	2.22762	2.05163
TFAP2C	TFAP2C	7022	0.0619967	0.145231
TFAP2E	TFAP2E	339488	1.87943	0.4319
TFAP4	TFAP4	7023	7.53089	7.16098
TFB1M	TFB1M	51106	9.10369	13.5355
TFB2M	TFB2M	64216	11.8088	10.8545
TFCP2	TFCP2	7024	24.5664	18.1967
TFDP1	TFDP1	7027	56.7373	61.1108
TFDP2	TFDP2	7029	22.2781	15.4617
TFE3	TFE3	7030	3.55203	8.72653
TFEB	TFEB	7942	2.32217	3.56892
TFF3	TFF3	7033	0.959649	1.85554
TFG	TFG	10342	89.6962	96.6441
TFIP11	TFIP11	24144	15.9082	16.2607
TFPI	TFPI	7035	45.4761	60.5093
TFPI2	TFPI2	7980	4.11118	12.9578
TFR2	TFR2	7036	0.377659	0.232505
TFRC	TFRC	7037	23.5388	35.7854
TG	TG	7038	0.604116	3.22305
TGDS	TGDS	23483	7.75795	8.56658
TGFB1	TGFB1	7040	7.77709	25.4334
TGFB1I1	TGFB1I1	7041	26.6796	39.0515
TGFB2	TGFB2	7042	9.39831	22.601
TGFB3	TGFB3	7043	11.0697	17.3549
TGFBI	TGFBI	7045	97.6975	314.28
TGFBR1	TGFBR1	7046	27.848	36.0521
TGFBR2	TGFBR2	7048	25.5617	17.4924
TGFBR3	TGFBR3	7049	10.684	6.11595
TGFBR3L	TGFBR3L	100507588	0.238485	0.0403005
TGFBRAP1	TGFBRAP1	9392	4.98435	6.74662
TGIF1	TGIF1	7050	56.2517	41.9147
TGIF2	TGIF2	60436	20.3274	23.2812
TGM1	TGM1	7051	0.595089	0.777134
TGM2	TGM2	7052	0.408345	0.63687
TGOLN2	TGOLN2	10618	19.6431	23.5988
TGS1	TGS1	96764	9.54655	11.812
TH	TH	7054	0.0844852	0.05076
THADA	THADA	63892	11.026	8.63971
THAP1	THAP1	55145	5.2137	5.67209
THAP10	THAP10	56906	2.42693	5.54746
THAP11	THAP11	57215	31.6947	28.0341
THAP2	THAP2	83591	9.97887	5.65022
THAP3	THAP3	90326	25.1486	13.9213
THAP4	THAP4	51078	28.5453	20.1035
THAP5	THAP5	168451	14.7173	14.187
THAP5P1	THAP5P1	285872	2.46039	0.517877
THAP6	THAP6	152815	7.73982	6.68789
THAP7	THAP7	80764	17.7265	21.2715
THAP7-AS1	THAP7-AS1	439931	2.15033	1.96667
THAP8	THAP8	199745	4.11912	4.7327
THAP9	THAP9	79725	2.74917	2.91206
THAP9-AS1	THAP9-AS1	100499177	21.8334	26.9009
THBS1	THBS1	7057	14.025	14.9746
THBS2	THBS2	7058	3.26116	8.90812
THBS3	THBS3	7059	25.5973	31.5759
THBS4	THBS4	7060	10.104	6.70819
THEGL	THEGL	100506564	0.075582	0.0886612
THEM4	THEM4	117145	9.41221	9.78476
THEM6	THEM6	51337	5.47226	6.34093
THEMIS2	THEMIS2	9473	2.17403	2.10586
THG1L	THG1L	54974	19.0563	12.8218
THNSL1	THNSL1	79896	2.54476	3.41883
THNSL2	THNSL2	55258	10.5489	8.38792
THOC1	THOC1	9984	51.3982	37.7462
THOC2	THOC2	57187	57.9388	40.4987
THOC3	THOC3	84321	24.5397	35.5801
THOC5	THOC5	8563	20.9091	20.4742
THOC6	THOC6	79228	25.1051	20.7116
THOC7	THOC7	80145	67.7006	38.8452
THOP1	THOP1	7064	35.2665	33.9436
THPO	THPO	7066	0.755372	0.362864
THRA	THRA	7067	13.1505	15.7885
THRAP3	THRAP3	9967	42.2354	48.487
THRB	THRB	7068	0.396144	0.273884
THSD1	THSD1	55901	1.5695	1.70491
THSD4	THSD4	79875	0.696568	1.56124
THSD7A	THSD7A	221981	4.06305	5.77189
THSD7B	THSD7B	80731	0.185936	0.534349
THTPA	THTPA	79178	8.3637	6.31655
THUMPD1	THUMPD1	55623	17.8397	21.9015
THUMPD2	THUMPD2	80745	13.4921	7.74854
THUMPD3	THUMPD3	25917	28.6458	31.8416
THY1	THY1	7070	44.6886	113.051
THYN1	THYN1	29087	42.0307	38.0176
TIA1	TIA1	7072	121.716	120.06
TIAF1	TIAF1	9220	1.08102	1.37403
TIAL1	TIAL1	7073	89.0742	87.3175
TIAM1	TIAM1	7074	2.28336	4.93852
TIAM2	TIAM2	26230	9.57748	9.06236
TICAM1	TICAM1	148022	1.7125	2.24058
TICAM2	TICAM2	353376	2.34383	0.233602
TICRR	TICRR	90381	9.59715	13.1163
TIE1	TIE1	7075	0.211804	1.27138
TIFA	TIFA	92610	6.10284	7.08348
TIGD1	TIGD1	200765	4.76428	4.7948
TIGD2	TIGD2	166815	5.01901	5.97429
TIGD3	TIGD3	220359	0.848759	0.663319
TIGD4	TIGD4	201798	0.314887	0.510836
TIGD5	TIGD5	84948	7.48708	4.97412
TIGD6	TIGD6	81789	2.8273	2.23203
TIGD7	TIGD7	91151	7.10025	5.41021
TIMELESS	TIMELESS	8914	21.0695	33.8309
TIMM10	TIMM10	26519	147.123	83.5992
TIMM13	TIMM13	26517	89.548	52.3953
TIMM17A	TIMM17A	10440	61.8116	63.5496
TIMM17B	TIMM17B	10245	31.4343	18.9683
TIMM21	TIMM21	29090	32.2548	32.648
TIMM22	TIMM22	29928	19.2018	13.2558
TIMM23	TIMM23	100287932	3.07963	1.82722
TIMM44	TIMM44	10469	37.5962	29.052
TIMM50	TIMM50	92609	60.9182	47.1046
TIMM8A	TIMM8A	1678	0	0.131282
TIMM8AP1	TIMM8AP1	399520	1.86021	1.91332
TIMM8B	TIMM8B	26521	118.044	61.5962
TIMM8BP2	TIMM8BP2	100874417	1.37089	1.16704
TIMM9	TIMM9	26520	60.3477	31.5947
TIMMDC1	TIMMDC1	51300	89.8517	71.2984
TIMP1	TIMP1	7076	63.0109	130.082
TIMP2	TIMP2	7077	87.9146	138.733
TIMP3	TIMP3	7078	16.9725	47.0441
TIMP4	TIMP4	7079	0.037791	1.09349
TINCR	TINCR	257000	0.031238	0.109717
TINF2	TINF2	26277	35.549	26.718
TIPARP	TIPARP	25976	4.69428	5.26011
TIPARP-AS1	TIPARP-AS1	100287227	3.20865	1.53112
TIPIN	TIPIN	54962	13.9285	12.1126
TIPRL	TIPRL	261726	32.2463	30.0419
TIRAP	TIRAP	114609	4.45406	4.16049
TJAP1	TJAP1	93643	15.1134	16.3409
TJP1	TJP1	7082	27.4251	35.2871
TJP2	TJP2	9414	7.21118	7.12812
TJP3	TJP3	27134	0.572347	0.429315
TK1	TK1	7083	38.4618	44.2075
TK2	TK2	7084	4.52802	6.04251
TLCD1	TLCD1	116238	5.68051	4.75254
TLCD2	TLCD2	727910	0.685992	0.591717
TLDC2	TLDC2	140711	0.179722	0.436352
TLE1	TLE1	7088	30.3661	29.2249
TLE1P1	TLE1P1	645381	2.81352	0.990526
TLE2	TLE2	7089	2.2358	2.40265
TLE3	TLE3	7090	12.5542	15.4639
TLE4	TLE4	7091	19.7399	36.9657
TLE6	TLE6	79816	0.653977	0.923556
TLK1	TLK1	9874	12.7653	12.8799
TLK2	TLK2	11011	23.0995	23.0412
TLK2P1	TLK2P1	646202	1.21617	1.20841
TLL1	TLL1	7092	3.24473	1.84751
TLL2	TLL2	7093	1.20979	3.22361
TLN1	TLN1	7094	53.0657	85.3974
TLN2	TLN2	83660	7.57196	8.75545
TLR1	TLR1	7096	0.1495	0.316888
TLR2	TLR2	7097	0.248461	0.290842
TLR3	TLR3	7098	0.234814	1.30424
TLR4	TLR4	7099	0.392259	4.24352
TLR5	TLR5	7100	0.322101	1.0984
TLR6	TLR6	10333	0.142783	0.675078
TM2D1	TM2D1	83941	26.9434	17.6302
TM2D2	TM2D2	83877	23.8429	27.3794
TM2D3	TM2D3	80213	29.1697	26.0019
TM4SF1	TM4SF1	4071	9.2168	29.2439
